,Fp1,F3,C3,P3,F7,T3,T5,O1,Fz,Cz,Pz,Fp2,F4,C4,P4,F8,T4,T6,O2,EKG
2361,653.73,72.51,-3.59,229.74,-72.11,-72.1,-61.21,329.67,-111.32,-64.64,-82.19,-88.06,-41.82,-72.21,-88.72,-38.89,-70.83,-92.25,-27.64,-24.03
2362,646.06,65.46,-10.4,222.94,-84.09,-83.01,-66.9,325.5,-116.02,-71.68,-87.57,-94.9,-46.8,-77.7,-91.85,-44.66,-75.93,-96.04,-31.02,-31.59
2363,631.53,55.57,-17.28,215.87,-96.26,-91.92,-78.1,316.64,-124.06,-75.87,-92.31,-108.22,-54.6,-80.79,-94.09,-48.68,-81.74,-99.68,-34.98,-5.91
2364,650.43,72.32,-2.3,230.13,-79.84,-71.2,-57.01,331.9,-108.41,-59.57,-77.44,-83.14,-39.03,-65.43,-80.3,-32.04,-66.15,-88.48,-27.05,-59.48
2365,665.27,83.27,7.05,240.0,-67.36,-64.36,-49.45,340.27,-96.92,-49.69,-67.23,-65.75,-28.12,-54.73,-70.57,-23.61,-58.11,-82.71,-21.2,-93.91
2366,662.06,84.66,10.78,245.73,-67.1,-60.67,-44.28,345.71,-96.81,-44.76,-61.37,-69.47,-26.43,-51.24,-63.7,-20.99,-52.88,-77.31,-15.08,-45.87
2367,656.48,78.1,4.76,240.02,-71.36,-61.35,-48.62,341.89,-103.61,-50.99,-66.63,-75.83,-33.68,-57.69,-69.92,-27.58,-60.74,-82.31,-18.83,-43.19
2368,662.82,78.33,1.19,236.72,-73.3,-73.52,-54.93,338.15,-100.99,-53.73,-70.14,-62.35,-32.25,-59.81,-72.38,-25.59,-64.36,-84.41,-21.07,-68.42
2369,664.54,83.77,4.11,238.68,-70.72,-70.21,-51.54,342.55,-95.85,-49.73,-65.46,-59.02,-26.86,-58.71,-70.82,-20.13,-60.34,-81.83,-17.31,-45.36
2370,650.6,70.87,-7.41,225.67,-82.77,-81.55,-67.11,330.48,-108.42,-62.42,-78.21,-76.42,-37.39,-69.87,-82.95,-28.08,-66.0,-90.35,-26.7,-18.88
2371,651.52,69.93,-9.19,221.45,-86.18,-86.0,-67.41,328.39,-106.76,-64.49,-82.77,-68.22,-37.0,-72.58,-88.1,-28.77,-67.72,-95.92,-30.13,-73.95
2372,665.35,83.56,2.44,230.35,-74.64,-70.92,-60.02,335.03,-93.3,-52.76,-72.81,-52.07,-23.76,-62.07,-78.26,-16.12,-55.33,-87.0,-24.27,-93.05
2373,663.85,87.1,7.77,233.24,-67.16,-73.21,-55.96,337.0,-91.41,-49.45,-70.23,-57.39,-22.54,-59.86,-77.27,-13.51,-56.11,-86.8,-25.44,-59.15
2374,647.56,71.55,-7.61,216.76,-87.57,-86.62,-72.36,322.8,-105.68,-66.36,-87.04,-67.62,-38.65,-77.39,-94.2,-29.75,-75.3,-102.83,-38.54,-88.02
2375,652.58,74.14,-6.14,219.65,-84.78,-85.28,-67.98,326.83,-103.1,-65.65,-85.63,-60.88,-37.3,-76.95,-93.5,-28.64,-75.33,-103.22,-37.29,-133.56
2376,660.72,86.64,11.15,235.65,-68.18,-67.27,-50.23,342.35,-89.97,-49.87,-69.73,-52.34,-22.69,-61.75,-79.45,-12.13,-57.72,-88.14,-23.41,-79.95
2377,656.39,84.65,9.42,233.35,-74.3,-71.66,-54.58,338.97,-91.7,-50.45,-71.48,-54.79,-23.32,-61.96,-78.09,-13.54,-53.67,-82.88,-23.72,-33.85
2378,658.51,83.03,7.3,231.39,-75.5,-74.78,-58.01,337.7,-90.73,-50.06,-70.95,-48.85,-23.23,-61.58,-77.23,-15.55,-53.4,-82.73,-23.32,-49.45
2379,665.42,87.23,12.01,236.53,-68.7,-70.54,-54.64,342.15,-85.64,-43.81,-64.48,-45.28,-16.02,-54.49,-70.46,-7.26,-50.85,-77.95,-19.01,-16.73
2380,647.67,75.69,2.1,225.69,-80.52,-81.49,-59.5,334.73,-97.09,-55.11,-74.07,-62.04,-26.68,-64.56,-80.89,-15.98,-58.91,-85.92,-26.63,7.75
2381,633.99,60.34,-14.86,208.72,-93.08,-92.82,-73.42,317.59,-111.53,-72.14,-90.91,-70.52,-43.94,-82.65,-98.33,-35.85,-81.12,-105.22,-44.47,-60.59
2382,647.36,76.06,-0.28,222.94,-80.08,-75.47,-60.33,331.19,-95.81,-54.93,-75.18,-54.15,-27.51,-67.43,-83.02,-18.59,-66.14,-94.35,-31.44,-86.18
2383,650.31,84.98,10.96,231.87,-69.74,-66.32,-49.14,339.89,-86.01,-43.74,-65.37,-54.74,-19.19,-56.13,-72.5,-11.84,-50.84,-80.17,-22.58,-37.97
2384,654.31,87.34,11.82,231.31,-68.22,-69.16,-53.64,337.77,-85.24,-44.4,-66.36,-49.39,-18.82,-55.87,-72.28,-10.8,-49.32,-79.05,-22.63,-62.34
2385,661.47,93.34,17.22,236.93,-65.68,-67.31,-53.16,344.04,-77.0,-38.38,-58.78,-38.47,-10.9,-48.7,-64.01,-2.68,-38.59,-69.85,-13.61,-108.34
2386,647.04,82.66,8.8,227.51,-77.36,-77.96,-60.64,335.89,-88.72,-46.86,-67.01,-56.34,-20.64,-56.68,-72.12,-13.49,-48.01,-76.48,-21.37,-62.13
2387,639.16,78.8,7.35,228.31,-80.74,-74.55,-53.52,337.94,-93.45,-49.84,-69.2,-64.44,-26.08,-59.49,-73.25,-19.42,-53.04,-78.99,-24.51,-95.62
2388,644.27,81.87,9.84,231.74,-78.57,-71.88,-53.23,340.12,-87.92,-45.63,-64.52,-50.75,-19.87,-54.03,-67.87,-14.14,-48.77,-75.74,-22.43,-150.5
2389,648.44,87.98,13.05,234.83,-72.26,-69.82,-51.05,342.87,-84.07,-41.24,-59.47,-47.75,-14.74,-50.61,-65.05,-9.29,-44.32,-73.17,-18.19,-132.61
2390,640.94,82.67,11.83,231.95,-72.3,-72.67,-54.36,342.45,-88.67,-44.6,-62.16,-58.64,-21.86,-52.43,-68.18,-15.84,-50.0,-76.13,-17.8,-108.06
2391,647.53,85.88,14.56,234.77,-65.63,-71.87,-50.87,345.45,-83.75,-42.22,-59.05,-47.45,-18.04,-48.81,-65.35,-10.28,-47.28,-74.96,-17.02,-168.69
2392,644.06,79.34,5.75,224.39,-69.72,-74.38,-61.09,334.52,-90.34,-51.01,-69.18,-52.53,-25.53,-57.52,-74.02,-18.49,-54.31,-82.9,-25.41,-208.34
2393,626.2,66.55,-5.49,214.72,-84.61,-87.68,-72.63,327.12,-102.94,-60.34,-76.51,-71.15,-34.36,-64.95,-80.32,-26.87,-60.73,-88.13,-29.82,-182.21
2394,619.73,63.64,-7.09,213.75,-92.49,-88.95,-72.68,330.46,-103.19,-59.6,-75.86,-69.31,-34.74,-64.19,-77.74,-25.71,-59.3,-86.15,-27.39,-186.79
2395,628.26,72.15,0.83,222.34,-84.29,-79.94,-63.29,339.64,-93.95,-52.02,-68.01,-53.28,-25.07,-58.15,-71.87,-15.38,-50.14,-79.67,-21.06,-193.11
2396,612.75,59.26,-10.3,212.17,-96.45,-90.66,-72.74,329.52,-107.52,-63.89,-78.26,-73.57,-38.06,-70.68,-82.69,-29.73,-60.79,-87.14,-27.47,-161.09
2397,610.14,53.43,-14.19,207.0,-99.4,-91.78,-73.47,325.38,-113.3,-70.05,-85.3,-80.23,-46.62,-77.66,-88.5,-35.82,-67.97,-94.07,-33.48,-215.01
2398,614.47,59.59,-11.79,209.37,-97.19,-93.91,-71.64,328.63,-108.23,-66.69,-81.93,-67.7,-40.97,-75.13,-86.11,-29.83,-62.24,-90.14,-30.27,-264.88
2399,630.0,73.79,2.66,224.31,-81.25,-80.04,-61.21,342.71,-92.89,-51.45,-66.29,-53.6,-24.46,-59.91,-67.9,-10.2,-42.88,-71.24,-13.87,-146.28
2400,631.4,75.32,5.85,227.54,-78.25,-79.61,-59.61,345.37,-88.45,-46.11,-60.04,-53.21,-17.7,-49.9,-60.19,-0.97,-32.15,-60.48,-7.52,30.81
2401,641.27,83.22,8.94,228.9,-71.59,-77.9,-58.43,347.3,-82.13,-41.45,-56.76,-39.55,-12.74,-47.12,-56.37,3.25,-26.4,-58.09,-8.12,86.65
2402,643.5,83.67,10.22,230.26,-67.82,-69.94,-55.09,349.36,-79.47,-40.9,-56.45,-35.35,-11.3,-46.13,-56.85,3.01,-27.54,-61.59,-8.62,99.46
2403,633.86,82.45,9.86,229.37,-68.13,-73.18,-55.35,352.18,-81.15,-39.34,-56.29,-43.9,-10.01,-44.11,-56.51,3.97,-30.03,-63.3,-6.0,138.89
2404,640.74,86.41,13.84,230.73,-65.06,-63.85,-52.16,352.35,-76.28,-35.62,-54.07,-35.68,-5.63,-42.01,-54.49,10.08,-27.05,-58.47,-4.98,92.19
2405,635.23,76.98,5.94,221.53,-73.87,-74.5,-58.11,342.58,-82.99,-44.52,-64.13,-37.99,-13.76,-50.27,-64.7,-1.79,-39.46,-67.68,-14.09,51.35
2406,617.32,63.06,-6.76,207.71,-85.35,-88.44,-71.92,329.38,-97.9,-56.0,-76.3,-62.29,-29.85,-62.87,-75.85,-20.41,-54.27,-80.37,-23.74,87.71
2407,618.57,71.51,2.27,215.24,-79.26,-77.21,-64.27,337.37,-91.63,-46.42,-67.47,-57.37,-22.62,-55.1,-67.94,-12.5,-45.32,-73.5,-18.71,88.32
2408,628.53,76.56,4.35,216.18,-75.97,-83.73,-69.28,335.47,-85.82,-43.2,-64.84,-45.6,-18.51,-50.64,-66.13,-9.23,-40.49,-72.62,-17.76,56.57
2409,620.98,74.06,3.68,215.04,-79.66,-79.2,-68.77,332.8,-90.44,-46.52,-66.4,-53.91,-23.73,-53.83,-67.73,-15.22,-47.06,-75.61,-20.63,95.9
2410,614.49,76.14,8.77,223.45,-75.0,-70.38,-53.36,345.05,-90.26,-43.56,-60.19,-59.17,-23.99,-53.01,-64.41,-13.43,-44.68,-72.11,-14.66,133.54
2411,621.63,78.42,10.05,223.26,-73.76,-75.68,-54.77,345.35,-87.07,-43.01,-60.08,-48.61,-20.93,-51.68,-63.33,-9.3,-43.03,-72.99,-14.61,76.0
2412,621.04,76.6,6.87,219.36,-73.81,-74.49,-61.91,341.09,-88.74,-47.47,-64.06,-48.23,-22.94,-54.79,-66.68,-12.37,-47.09,-77.04,-18.19,46.98
2413,605.7,66.28,0.47,214.45,-83.16,-78.22,-65.64,338.58,-98.61,-54.95,-70.12,-65.24,-34.0,-64.58,-74.39,-24.96,-58.09,-87.1,-23.99,78.93
2414,609.49,71.51,6.84,220.57,-79.1,-83.27,-60.77,344.27,-91.72,-45.52,-60.81,-55.71,-25.54,-54.5,-64.75,-17.32,-47.83,-78.54,-17.44,18.33
2415,624.16,83.41,15.26,227.1,-66.29,-74.33,-57.97,347.61,-80.2,-35.28,-53.22,-40.52,-14.67,-43.94,-54.71,-7.27,-38.0,-68.66,-10.87,-49.67
2416,620.0,87.28,17.95,229.04,-62.97,-66.79,-52.74,350.23,-80.48,-32.53,-50.91,-48.56,-14.71,-40.97,-49.97,-7.6,-35.83,-61.86,-7.29,-29.44
2417,625.08,93.09,24.03,233.78,-53.64,-59.77,-45.53,354.49,-74.4,-26.82,-45.46,-42.23,-5.75,-34.91,-46.35,4.2,-25.52,-56.94,-5.27,-76.33
2418,627.37,87.35,18.71,226.74,-58.04,-68.0,-55.65,349.6,-76.12,-31.49,-51.45,-38.63,-8.62,-41.89,-53.9,-0.95,-31.04,-65.37,-10.07,-150.78
2419,610.33,77.52,9.0,218.1,-71.67,-77.77,-62.37,342.88,-86.9,-39.47,-58.75,-51.95,-18.8,-50.41,-62.49,-12.36,-42.94,-72.6,-15.06,-155.46
2420,612.1,83.22,15.34,223.72,-63.65,-69.26,-54.87,346.95,-80.54,-33.52,-52.21,-47.58,-10.93,-43.07,-54.98,-1.73,-29.15,-61.7,-8.14,-169.97
2421,624.84,93.52,23.55,229.44,-55.07,-58.26,-48.36,353.28,-71.7,-27.64,-47.66,-31.46,-2.11,-36.13,-48.92,6.59,-24.36,-57.24,-4.44,-249.51
2422,614.73,85.88,18.28,224.51,-65.24,-68.02,-52.43,350.07,-78.38,-32.15,-52.6,-37.77,-9.1,-41.08,-54.19,0.0,-29.64,-59.24,-7.93,-263.31
2423,600.46,74.1,11.01,218.29,-75.74,-74.39,-58.98,343.25,-88.44,-39.34,-58.99,-54.75,-17.16,-48.07,-61.06,-4.8,-34.46,-67.41,-13.46,-236.28
2424,599.68,73.6,8.85,217.81,-75.57,-79.28,-62.58,342.85,-90.41,-41.55,-61.2,-53.09,-18.8,-51.12,-63.75,-7.18,-40.55,-72.52,-14.31,-289.8
2425,602.44,73.75,9.02,216.52,-74.78,-74.81,-61.72,344.88,-88.4,-41.77,-60.17,-46.45,-18.71,-50.69,-63.02,-7.45,-37.52,-69.28,-12.32,-337.56
2426,604.32,79.97,15.44,223.52,-66.72,-66.06,-52.94,351.44,-83.8,-35.17,-52.19,-47.67,-12.58,-43.74,-56.69,-1.94,-32.42,-63.89,-8.12,-315.63
2427,596.6,70.42,4.5,208.93,-75.78,-81.66,-69.42,337.08,-92.61,-44.18,-63.24,-55.97,-20.58,-52.16,-66.15,-9.11,-36.62,-73.8,-18.34,-332.73
2428,596.39,67.61,-1.51,201.19,-81.8,-89.84,-82.16,328.79,-92.76,-47.87,-68.68,-48.87,-22.42,-53.84,-68.62,-10.79,-38.45,-75.31,-22.47,-385.59
2429,603.1,80.11,9.49,211.85,-72.14,-79.57,-65.86,341.64,-82.44,-36.72,-57.95,-43.44,-12.73,-42.1,-56.37,-2.36,-32.3,-63.53,-10.35,-338.24
2430,602.53,83.48,16.1,220.02,-66.52,-66.81,-56.54,349.59,-79.56,-30.45,-49.24,-47.91,-8.86,-35.42,-47.04,2.23,-22.57,-51.53,-2.72,-271.93
2431,618.11,94.15,25.76,225.96,-56.04,-60.06,-51.38,352.56,-66.87,-21.45,-40.66,-27.01,2.73,-24.79,-38.39,12.77,-13.81,-45.75,0.61,-317.83
2432,609.81,88.1,17.87,217.11,-64.33,-65.71,-58.21,346.21,-71.83,-28.81,-49.05,-32.28,-4.58,-31.82,-46.43,5.15,-24.13,-56.25,-7.53,-293.05
2433,596.94,81.51,12.39,212.69,-69.9,-72.25,-65.02,341.94,-79.77,-33.79,-54.24,-47.79,-10.15,-35.11,-50.53,-1.48,-26.79,-59.0,-10.78,-212.02
2434,593.67,74.11,8.22,208.65,-77.15,-78.68,-66.78,338.82,-83.36,-39.31,-57.78,-48.18,-15.17,-39.93,-56.24,-7.1,-32.42,-66.62,-14.98,-200.12
2435,593.93,76.39,11.07,210.77,-76.13,-75.11,-67.86,340.0,-82.01,-36.05,-54.58,-40.69,-14.48,-39.28,-54.47,-5.21,-32.49,-67.15,-12.61,-211.19
2436,592.81,76.58,13.24,211.63,-75.43,-77.04,-68.76,342.56,-82.96,-34.15,-52.79,-47.23,-14.64,-37.87,-50.93,-5.05,-29.49,-64.66,-8.8,-154.35
2437,591.8,80.13,16.88,215.8,-69.55,-67.69,-63.5,346.5,-79.59,-29.66,-47.78,-46.58,-11.04,-34.24,-47.05,-2.02,-26.87,-59.15,-5.45,-107.06
2438,607.67,91.51,25.39,221.96,-56.31,-64.2,-56.74,351.5,-66.98,-20.77,-38.86,-25.73,0.96,-24.89,-39.78,11.45,-15.64,-51.28,0.9,-123.37
2439,596.9,79.99,14.4,210.39,-68.32,-75.44,-68.5,340.49,-75.94,-31.29,-50.7,-36.03,-6.66,-32.89,-46.91,4.97,-20.73,-57.96,-6.06,-94.31
2440,590.24,75.44,10.96,207.25,-68.14,-82.3,-71.35,338.59,-82.01,-34.76,-54.09,-44.91,-12.35,-37.64,-50.91,0.13,-25.84,-62.65,-9.85,-56.58
2441,595.4,81.53,14.71,210.06,-66.8,-66.31,-61.47,341.83,-76.35,-32.91,-52.06,-37.29,-8.19,-35.62,-52.16,2.42,-27.71,-65.73,-12.31,-111.37
2442,596.92,86.68,17.35,210.76,-67.19,-73.09,-65.54,342.29,-71.01,-28.81,-49.88,-29.74,-1.43,-32.52,-48.36,9.52,-15.54,-60.92,-8.68,-157.86
2443,589.23,82.48,16.32,208.79,-72.86,-76.71,-68.67,340.04,-73.54,-29.4,-50.84,-41.08,-4.96,-32.68,-49.89,6.21,-21.55,-63.51,-9.28,-130.11
2444,572.43,66.08,0.66,191.3,-89.36,-95.41,-83.64,324.33,-88.4,-45.37,-65.65,-56.03,-21.98,-47.6,-67.35,-13.4,-45.92,-82.17,-25.69,-146.62
2445,600.19,91.05,22.23,213.41,-63.64,-69.42,-59.99,346.32,-63.01,-21.67,-41.89,-23.4,2.88,-25.31,-44.13,12.87,-18.71,-59.97,-3.14,-210.16
2446,604.97,98.28,30.82,222.0,-54.99,-60.36,-52.74,353.47,-56.54,-14.74,-32.03,-23.76,9.3,-17.27,-35.19,19.35,-10.28,-46.6,7.75,-158.36
2447,601.2,98.58,32.12,223.02,-54.45,-65.01,-52.41,354.89,-56.08,-12.06,-30.91,-24.53,11.22,-14.85,-32.81,21.16,-4.07,-40.38,9.02,-158.86
2448,617.67,109.5,43.63,233.11,-46.23,-54.3,-44.88,363.54,-39.43,-1.01,-21.9,-1.12,27.65,-3.1,-20.7,39.28,7.25,-28.86,17.74,-210.57
2449,600.77,94.27,27.83,216.93,-57.02,-63.16,-59.28,350.63,-56.44,-18.36,-38.58,-19.88,9.93,-22.29,-37.75,22.04,-3.72,-42.9,6.15,-166.41
2450,585.94,81.69,17.78,205.75,-68.48,-73.71,-68.66,342.0,-69.79,-28.26,-48.06,-35.17,-0.68,-33.65,-49.18,12.56,-13.38,-57.66,-2.56,-121.12
2451,581.53,75.36,10.09,199.3,-79.21,-78.67,-76.62,334.82,-75.25,-34.09,-55.45,-34.39,-6.43,-37.62,-55.05,5.7,-24.95,-63.67,-9.05,-137.26
2452,603.97,96.75,29.35,217.55,-54.59,-58.68,-52.71,352.74,-56.8,-16.18,-37.99,-14.97,9.88,-22.03,-39.24,22.58,-7.42,-49.2,3.5,-142.05
2453,604.35,100.35,35.6,221.82,-46.69,-54.35,-46.55,357.04,-51.32,-10.41,-32.9,-17.98,13.99,-15.51,-31.85,27.68,1.61,-41.92,9.17,-81.58
2454,598.6,96.62,30.47,215.77,-48.13,-56.77,-51.94,351.7,-54.93,-14.52,-38.23,-18.16,11.07,-18.17,-34.14,25.49,-1.1,-44.9,7.0,-94.66
2455,597.01,93.83,24.78,210.15,-54.35,-65.54,-59.32,348.57,-56.88,-18.88,-40.97,-16.68,10.88,-22.16,-36.5,24.11,-8.12,-45.98,7.32,-106.37
2456,590.61,89.46,22.66,208.29,-54.69,-63.79,-62.23,347.31,-62.71,-20.51,-42.62,-27.44,5.21,-23.7,-37.05,17.94,-11.62,-46.29,6.38,-52.46
2457,594.64,93.22,29.5,215.77,-50.82,-55.16,-49.95,354.63,-58.46,-16.42,-36.15,-23.28,9.79,-20.45,-34.03,23.01,-2.97,-43.45,9.36,-62.15
2458,588.71,87.96,24.23,211.11,-61.04,-61.54,-53.05,350.44,-62.75,-20.65,-41.11,-20.16,3.12,-24.77,-39.07,15.93,-12.76,-51.63,2.64,-89.93
2459,584.11,86.21,25.97,213.31,-59.84,-59.36,-47.46,353.41,-64.79,-18.59,-38.19,-26.0,1.56,-20.57,-38.44,12.26,-15.71,-52.83,2.55,-60.97
2460,580.81,85.82,22.22,209.97,-56.63,-62.19,-54.66,350.15,-66.05,-21.4,-38.29,-30.89,2.23,-22.82,-39.54,15.63,-14.44,-52.26,4.25,-74.35
2461,573.47,78.68,13.2,201.39,-66.69,-71.2,-66.83,340.76,-73.16,-30.33,-46.51,-30.5,-5.23,-30.85,-45.77,10.55,-21.01,-59.79,-3.49,-109.82
2462,587.22,87.08,23.61,212.46,-55.94,-57.77,-52.25,353.38,-64.34,-21.57,-38.14,-19.26,3.35,-22.99,-38.5,18.88,-12.86,-55.77,2.56,-94.45
2463,589.4,92.63,30.36,217.76,-48.49,-51.91,-44.31,357.97,-59.34,-15.05,-32.35,-22.05,8.49,-15.87,-32.87,23.46,-8.91,-49.11,6.97,-49.97
2464,583.22,87.24,24.8,210.4,-53.27,-59.39,-50.24,351.92,-65.51,-22.38,-39.22,-25.33,-0.34,-25.21,-40.96,13.45,-11.5,-51.86,2.0,-63.22
2465,583.61,87.9,23.75,207.28,-56.14,-60.82,-51.79,349.06,-64.57,-24.6,-43.23,-21.85,-1.67,-25.62,-43.23,10.72,-20.08,-55.1,1.88,-101.4
2466,584.61,91.01,29.11,210.93,-51.09,-54.64,-47.4,352.48,-60.76,-18.67,-38.98,-24.2,3.34,-20.15,-38.07,15.25,-13.86,-49.37,5.68,-79.41
2467,589.14,98.3,36.22,215.82,-42.23,-45.95,-41.84,355.95,-55.92,-15.0,-33.47,-20.05,8.05,-16.42,-33.71,22.25,-6.44,-44.46,6.98,-99.64
2468,591.51,95.66,30.01,210.89,-46.0,-52.54,-48.36,349.7,-58.56,-20.44,-39.25,-15.46,5.69,-22.05,-39.39,19.56,-10.26,-49.64,2.35,-132.78
2469,585.82,93.66,29.97,210.63,-46.04,-59.11,-45.64,350.54,-59.32,-20.47,-39.8,-18.5,4.89,-23.56,-41.36,21.34,-10.17,-51.25,2.37,-123.9
2470,576.52,92.23,31.23,211.88,-49.13,-47.02,-44.53,351.39,-60.67,-19.4,-38.36,-26.55,2.15,-23.93,-41.01,17.29,-13.45,-50.47,3.75,-136.82
2471,575.54,88.83,26.34,207.26,-54.22,-53.48,-51.33,345.31,-63.69,-22.72,-43.48,-23.4,-2.23,-26.32,-44.46,12.62,-19.53,-56.44,-0.12,-198.81
2472,579.3,91.14,29.95,209.71,-49.83,-56.25,-48.32,348.9,-60.17,-19.06,-38.29,-18.37,1.33,-22.3,-41.01,16.06,-9.04,-51.98,1.66,-192.06
2473,570.05,85.73,23.96,202.79,-53.48,-60.3,-54.26,343.85,-67.59,-25.31,-45.25,-31.84,-4.04,-28.14,-48.53,8.57,-16.84,-61.42,-4.0,-143.71
2474,556.82,73.91,12.12,192.78,-66.59,-70.48,-64.88,334.33,-77.95,-35.93,-55.42,-42.1,-15.8,-38.28,-57.86,-0.35,-30.09,-71.96,-11.38,-154.27
2475,569.15,82.79,21.43,200.91,-59.3,-59.09,-52.82,342.53,-66.05,-27.28,-46.98,-26.22,-6.92,-31.53,-51.25,9.42,-21.43,-65.7,-5.0,-183.76
2476,561.37,82.93,22.25,200.84,-61.07,-61.56,-52.15,340.72,-66.52,-24.75,-47.79,-33.2,-8.08,-28.84,-50.3,5.97,-27.15,-66.07,-6.09,-111.24
2477,561.96,86.11,27.53,205.73,-60.06,-60.26,-47.56,345.68,-63.75,-20.4,-42.54,-33.17,-6.11,-25.73,-46.38,8.08,-23.16,-63.37,-0.78,-86.8
2478,584.64,104.73,44.03,222.75,-41.21,-43.46,-33.22,362.06,-44.69,-2.54,-24.7,-6.12,13.45,-8.68,-29.38,28.3,-2.65,-43.54,15.42,-123.1
2479,582.52,106.5,46.58,224.69,-36.73,-36.44,-32.06,363.35,-43.63,0.03,-21.28,-7.78,14.21,-4.97,-23.78,30.16,5.78,-30.75,20.21,-84.6
2480,575.79,97.97,39.75,219.36,-42.1,-41.37,-35.41,358.54,-51.52,-6.69,-27.42,-18.19,8.84,-11.53,-29.89,22.97,-3.02,-37.58,14.36,-73.93
2481,570.3,93.33,31.19,212.28,-46.58,-48.78,-36.34,354.5,-57.59,-15.69,-34.17,-20.25,0.33,-19.61,-39.09,16.46,-14.29,-47.71,6.22,-125.35
2482,565.15,91.45,28.48,209.0,-49.7,-47.33,-36.17,353.31,-61.42,-19.82,-37.8,-26.04,-5.95,-22.94,-42.45,9.49,-16.36,-51.11,4.26,-105.74
2483,567.31,95.07,36.12,215.8,-43.91,-38.99,-30.84,361.1,-56.25,-13.96,-30.31,-24.58,0.17,-16.5,-34.59,16.33,-10.11,-45.37,12.93,-59.91
2484,564.17,89.59,29.69,206.57,-51.71,-49.47,-41.03,350.3,-60.81,-22.18,-38.03,-27.18,-3.43,-22.27,-41.58,11.36,-13.8,-50.88,4.43,-93.48
2485,557.67,83.09,22.12,197.43,-57.82,-56.75,-48.01,340.97,-66.49,-28.96,-46.99,-27.99,-9.25,-33.12,-50.84,6.28,-18.57,-62.04,-5.92,-125.92
2486,554.11,87.41,27.01,204.04,-53.65,-47.75,-39.41,349.2,-63.04,-22.35,-41.15,-32.32,-5.27,-23.89,-46.18,9.57,-22.07,-60.62,0.61,-53.53
2487,564.65,98.6,37.13,213.2,-41.6,-39.47,-31.96,357.02,-52.35,-11.75,-29.77,-22.96,3.97,-10.93,-34.25,19.46,-6.74,-47.82,11.19,-45.25
2488,571.0,101.75,39.82,214.03,-38.46,-40.33,-31.29,357.23,-47.82,-7.71,-28.12,-10.48,9.35,-9.46,-30.95,26.06,0.43,-42.26,11.54,-88.74
2489,568.54,96.66,37.34,209.77,-43.03,-42.91,-36.59,351.89,-53.0,-11.07,-31.62,-15.18,5.38,-13.85,-35.93,22.17,-5.88,-45.21,7.98,-67.97
2490,552.11,90.42,34.62,206.32,-49.15,-53.05,-39.37,347.63,-59.26,-15.88,-37.02,-26.71,-2.06,-21.27,-42.78,13.62,-13.24,-50.29,4.06,-9.18
2491,549.63,86.96,26.56,198.08,-56.5,-57.08,-50.26,340.31,-63.87,-22.58,-45.11,-28.63,-7.11,-27.71,-50.05,6.73,-20.9,-57.48,-2.11,-42.91
2492,553.4,89.75,29.46,199.48,-53.54,-58.01,-49.24,340.84,-59.78,-18.59,-41.3,-22.91,-4.43,-24.13,-45.38,11.83,-14.16,-53.34,0.42,-33.54
2493,550.89,90.44,31.95,203.04,-50.41,-52.76,-41.7,347.34,-58.79,-16.06,-36.77,-27.66,-4.75,-22.71,-40.84,12.57,-10.68,-50.62,3.63,19.47
2494,553.89,93.13,35.07,206.0,-46.83,-45.19,-39.0,351.83,-55.2,-12.09,-30.07,-23.8,-0.3,-14.99,-36.39,15.52,-16.46,-48.99,9.2,9.95
2495,546.47,82.79,23.59,192.66,-58.76,-59.43,-56.3,338.78,-65.71,-24.99,-42.21,-27.57,-11.23,-27.05,-46.89,6.98,-20.73,-59.49,0.33,-15.09
2496,543.61,83.81,26.87,198.23,-56.29,-55.89,-43.54,344.64,-65.76,-20.39,-38.87,-31.65,-10.53,-23.67,-42.67,7.35,-16.08,-55.94,3.53,36.43
2497,533.52,78.41,24.62,198.75,-60.99,-50.45,-38.69,347.89,-69.26,-21.15,-38.96,-38.9,-12.97,-25.01,-41.16,4.82,-16.35,-51.84,6.83,82.31
2498,537.05,84.3,28.54,202.3,-58.44,-52.64,-38.51,350.46,-63.1,-17.87,-35.24,-27.24,-7.0,-21.69,-38.45,10.97,-12.8,-49.12,9.01,53.14
2499,538.51,82.03,27.3,198.89,-60.77,-55.06,-43.31,346.01,-65.7,-19.93,-37.66,-31.93,-11.4,-24.67,-40.96,7.3,-14.48,-50.06,7.32,87.04
2500,535.05,79.09,26.12,199.28,-61.23,-58.16,-41.92,346.33,-69.14,-19.76,-38.3,-39.94,-14.28,-25.82,-42.63,3.76,-16.19,-49.69,6.39,135.36
2501,536.17,84.04,28.37,199.27,-57.39,-52.92,-40.55,346.05,-65.31,-19.64,-38.37,-32.33,-11.16,-24.95,-42.49,4.43,-18.14,-52.13,4.42,101.38
2502,541.4,86.15,31.7,200.45,-54.6,-43.34,-39.87,347.0,-60.93,-17.84,-37.89,-21.46,-6.7,-23.01,-41.42,12.12,-14.21,-54.15,5.07,89.03
2503,531.9,79.82,27.45,195.33,-57.61,-54.15,-40.9,344.52,-68.32,-24.95,-43.94,-34.51,-13.21,-33.35,-50.46,5.57,-17.77,-62.89,-1.54,138.55
