,Fp1,F3,C3,P3,F7,T3,T5,O1,Fz,Cz,Pz,Fp2,F4,C4,P4,F8,T4,T6,O2,EKG
3045,109.25,83.22,122.81,113.67,82.75,72.19,84.5,108.43,90.68,87.4,74.39,115.95,118.15,94.46,101.86,70.17,36.7,123.6,100.24,37.62
3046,78.34,44.44,83.05,83.66,69.44,50.56,62.24,82.33,57.85,57.28,43.46,82.79,80.96,64.3,70.74,34.95,-0.32,84.29,67.64,90.65
3047,100.33,76.65,116.26,109.58,72.72,75.2,82.34,110.2,87.48,82.57,69.92,111.6,108.64,88.94,100.65,58.55,27.06,118.63,96.27,105.47
3048,66.76,42.19,72.95,74.27,66.94,48.95,51.89,76.24,55.41,51.12,38.49,77.05,80.4,61.43,70.37,30.83,-4.2,89.42,67.44,140.71
3049,40.18,13.75,50.33,53.98,38.07,21.51,29.92,56.89,27.05,29.3,18.05,43.72,52.0,40.14,47.79,3.41,-27.69,70.56,48.52,177.81
3050,59.05,35.2,75.5,74.01,41.13,45.02,47.87,81.12,48.11,46.5,35.81,65.82,71.2,55.14,70.67,21.95,-3.33,90.06,66.69,94.29
3051,89.58,64.35,94.41,91.12,74.73,60.37,40.89,90.16,73.79,70.44,60.67,98.59,104.59,87.22,102.26,55.67,27.43,120.76,95.4,54.99
3052,102.69,71.21,108.81,116.21,92.74,75.52,82.62,118.92,84.51,89.64,82.52,112.62,118.51,108.95,117.99,75.78,43.45,146.51,120.09,155.15
3053,107.58,88.67,128.89,122.94,83.43,72.91,94.73,122.06,93.7,93.3,82.33,117.44,120.77,106.72,118.08,77.7,45.41,137.21,111.51,48.39
3054,46.45,37.5,75.19,64.17,34.95,40.35,36.8,61.59,35.36,29.97,19.92,52.38,60.76,41.37,56.61,10.32,-25.02,61.76,44.68,-63.37
3055,55.62,43.5,81.85,80.09,53.19,55.08,48.38,77.9,46.1,51.01,42.65,71.56,76.16,66.41,79.93,33.61,3.81,97.45,74.71,124.07
3056,81.25,62.93,100.07,108.62,71.93,54.7,83.26,110.73,72.54,78.93,72.52,99.89,103.42,96.89,113.34,61.88,39.24,144.33,110.74,119.06
3057,62.41,40.1,80.58,80.9,51.27,46.54,50.58,86.45,51.8,53.47,46.47,74.44,83.3,73.25,93.07,38.98,13.46,115.82,84.4,-8.6
3058,59.65,34.5,73.18,73.57,37.84,47.19,20.54,76.78,53.58,59.52,51.95,89.36,92.11,81.57,98.56,52.95,25.57,119.05,91.13,91.6
3059,96.41,73.04,115.13,117.48,83.55,50.35,59.72,110.41,90.11,97.8,91.94,115.44,125.85,120.76,133.23,90.01,60.19,155.76,128.0,67.52
3060,87.22,60.9,102.41,109.54,76.23,56.12,76.61,111.46,77.96,80.27,71.8,101.7,108.72,101.89,116.86,71.37,36.2,125.58,103.04,-38.81
3061,28.88,6.06,48.03,57.38,23.52,39.12,44.57,67.83,21.89,25.05,17.62,51.29,57.0,45.76,61.12,10.94,-19.32,67.0,49.21,-27.21
3062,52.43,27.96,69.8,85.1,56.16,45.86,61.22,85.22,45.66,56.78,51.16,73.45,82.97,80.5,92.99,48.01,19.71,102.82,82.4,107.69
3063,78.14,57.21,107.89,112.63,68.96,58.7,76.58,112.89,73.35,81.68,76.48,92.03,105.29,103.0,118.29,68.85,38.04,120.53,107.35,51.06
3064,112.75,92.63,143.95,137.98,95.13,77.89,96.94,140.23,111.41,112.52,103.68,133.54,141.61,134.84,151.77,108.36,75.28,148.63,137.16,5.61
3065,75.07,57.06,104.99,108.92,65.17,56.65,74.03,105.03,75.85,82.63,74.9,103.23,108.81,107.79,120.88,78.07,49.62,120.7,109.47,111.44
3066,56.81,39.39,83.15,84.78,55.85,51.16,57.53,81.2,52.75,58.0,50.32,80.14,88.22,83.51,96.15,56.51,24.61,90.87,82.09,97.2
3067,46.06,27.45,67.58,68.32,37.55,40.13,49.66,70.17,36.08,37.06,29.0,62.6,66.69,58.6,76.41,33.07,-1.21,57.4,58.71,-21.47
3068,42.89,29.62,67.47,69.45,45.47,32.55,41.89,74.31,32.49,36.69,32.6,64.22,64.85,60.28,78.21,34.05,-0.52,59.56,64.62,49.2
3069,56.82,41.35,74.91,86.48,56.65,52.44,68.39,97.67,43.54,52.92,50.48,73.1,79.48,78.74,96.78,51.18,17.81,84.74,88.9,95.47
3070,37.88,19.31,63.45,65.68,28.9,38.6,45.75,69.74,28.38,31.16,27.78,53.24,60.74,56.62,78.78,30.39,-5.8,55.63,62.18,10.35
3071,67.5,42.15,70.3,77.18,70.58,63.4,56.04,88.53,50.56,52.99,49.96,83.9,87.6,83.87,106.94,57.77,21.58,73.3,85.62,43.67
3072,100.93,69.31,110.45,121.44,84.68,83.2,99.51,124.49,84.89,94.85,92.31,122.13,126.67,127.68,146.89,104.54,67.52,117.01,128.64,49.3
3073,84.05,60.61,99.06,102.89,65.05,50.25,75.86,106.5,70.29,76.47,72.75,103.23,106.92,107.14,126.72,80.0,47.74,99.48,109.17,-31.05
3074,89.7,69.75,106.59,104.79,62.03,51.41,73.63,107.96,80.52,82.39,79.21,113.36,119.36,114.13,135.71,89.0,55.97,102.24,114.13,-40.06
3075,90.49,66.85,97.05,103.63,89.47,80.56,78.7,109.24,71.86,79.7,76.19,114.1,113.86,111.03,126.22,88.25,52.96,90.54,107.98,41.26
3076,53.81,26.83,66.0,68.92,41.96,65.37,42.0,71.45,32.16,40.41,36.91,68.71,70.56,68.1,84.01,45.84,3.53,39.59,64.02,27.69
3077,55.61,36.76,77.41,78.06,47.88,33.84,57.24,84.12,36.64,39.5,37.81,70.34,73.64,64.96,87.42,44.58,9.49,42.06,65.96,-53.74
3078,70.08,48.17,91.27,98.36,59.16,57.46,83.51,109.45,53.2,61.58,61.36,91.14,93.51,88.8,108.44,70.29,36.0,71.33,93.71,88.13
3079,50.84,25.14,68.56,77.22,23.08,39.36,59.15,81.1,30.79,41.72,40.19,72.88,72.0,69.58,84.11,53.12,18.91,44.41,69.83,121.03
3080,59.51,34.6,72.46,79.6,47.73,50.82,59.23,90.54,41.11,46.28,46.9,77.07,79.87,74.05,94.89,56.26,24.19,52.75,78.76,-47.78
3081,68.07,48.89,85.81,86.74,56.48,69.42,68.67,103.19,48.8,52.47,53.19,89.62,87.34,79.22,100.05,64.28,32.76,53.75,84.68,40.13
3082,63.82,31.78,72.91,82.47,72.29,62.56,58.94,88.07,39.0,49.07,50.71,89.5,83.49,78.32,98.17,65.18,36.94,50.35,81.49,153.74
3083,62.97,33.11,59.5,72.86,52.19,43.78,57.89,86.23,35.62,43.09,44.78,82.0,78.03,76.6,95.83,64.32,29.07,42.02,75.77,59.11
3084,92.48,77.63,110.16,108.78,84.24,60.89,84.75,121.62,69.55,74.22,75.48,105.02,107.46,104.18,125.6,89.75,63.08,68.83,105.14,85.03
3085,75.27,46.79,77.68,93.85,70.93,67.57,88.3,106.06,48.73,58.32,60.06,86.12,92.47,91.12,106.63,69.75,41.78,52.02,90.89,104.55
3086,18.19,3.38,32.96,48.63,23.07,57.81,56.3,62.56,-6.68,2.09,5.61,23.66,28.75,27.47,44.34,9.15,-25.03,-15.76,30.58,68.92
3087,45.17,23.71,59.34,71.18,33.5,58.98,67.22,87.35,23.84,30.25,34.43,58.93,62.23,57.94,83.44,41.19,19.95,20.64,63.72,40.15
3088,79.49,54.13,91.47,98.02,66.28,50.43,75.66,101.33,58.66,68.32,69.35,105.48,106.25,100.77,121.23,89.13,65.81,58.75,99.02,56.78
3089,82.08,61.56,103.75,106.64,77.97,96.83,78.71,111.14,61.21,74.75,76.99,106.38,103.43,105.18,127.02,93.51,68.82,66.67,107.72,92.58
3090,80.8,57.28,93.85,101.75,64.92,69.6,86.36,112.05,55.4,62.68,66.52,96.26,95.08,92.16,117.58,78.68,51.87,50.45,95.87,-1.52
3091,86.06,69.59,106.65,102.93,72.22,71.68,83.24,111.83,65.32,69.87,74.8,105.96,105.91,100.17,125.32,85.68,60.58,53.37,103.3,12.48
3092,114.43,94.81,126.45,135.28,93.95,89.78,108.64,142.41,94.44,107.62,113.82,143.49,141.88,143.57,168.81,129.04,109.68,111.53,149.04,87.98
3093,60.4,39.28,68.02,75.25,58.05,63.37,49.01,84.47,35.2,42.44,47.92,74.67,78.49,76.74,103.87,64.41,45.31,42.87,82.21,-36.56
3094,15.03,-5.47,35.26,39.52,18.46,21.07,12.6,51.83,-6.59,0.1,6.78,28.8,33.43,33.53,61.31,17.64,-3.56,-5.16,40.14,-22.99
3095,62.8,42.77,75.95,90.69,78.58,74.69,78.42,101.98,40.69,53.68,60.21,82.22,84.22,88.36,113.15,70.44,54.89,48.06,92.36,54.91
3096,38.95,8.32,39.55,66.47,67.03,56.7,65.72,85.12,16.41,31.45,39.99,63.23,63.66,67.9,91.7,50.06,38.08,32.99,74.81,-10.54
3097,53.92,30.97,63.64,77.06,52.13,67.98,66.95,96.06,32.66,41.84,50.08,74.82,73.98,77.58,102.63,56.29,44.48,40.07,82.8,-69.98
3098,56.21,45.8,86.78,91.96,42.38,86.08,83.37,102.93,38.36,49.49,56.49,70.73,74.37,80.15,101.35,60.73,45.57,41.52,85.47,12.14
3099,48.49,31.6,83.02,95.21,31.78,52.53,81.08,101.67,31.74,49.12,58.58,69.17,70.99,78.93,96.04,60.55,38.92,37.95,85.38,53.38
3100,83.16,67.29,109.38,116.4,75.39,89.26,102.27,124.51,62.64,71.76,78.83,96.1,100.38,102.16,123.58,85.99,68.35,58.1,105.27,-82.57
3101,57.1,40.14,79.56,92.08,55.38,63.31,87.8,104.96,34.83,44.98,53.11,80.32,75.97,78.07,100.61,59.34,39.82,42.12,84.34,-72.66
3102,45.9,30.97,76.89,90.11,52.53,67.56,75.04,102.4,22.06,40.48,49.42,61.64,63.14,70.43,89.23,49.66,26.32,40.04,83.7,127.92
3103,38.56,16.52,57.7,72.6,53.03,61.65,67.62,90.93,10.13,25.09,32.47,50.9,49.09,53.77,76.83,37.5,14.4,14.95,62.23,112.96
3104,46.27,28.54,69.71,72.2,52.79,91.54,69.87,93.26,18.07,28.46,34.61,55.07,55.59,55.13,80.87,38.5,15.96,17.22,63.41,111.96
3105,43.68,24.85,65.11,82.97,77.48,64.34,86.1,100.86,17.31,31.67,41.23,49.61,59.57,62.34,85.2,43.91,22.4,31.61,74.41,161.05
3106,39.25,13.19,61.31,78.53,51.12,65.8,78.39,95.29,11.53,28.29,37.29,50.69,54.48,59.36,81.81,43.02,19.47,24.8,69.56,146.14
3107,57.88,33.09,69.79,83.72,56.63,71.06,76.2,106.01,31.01,37.07,45.95,71.25,68.55,67.14,93.54,56.15,31.7,32.4,78.34,86.72
3108,48.41,25.51,62.29,80.75,65.21,65.74,74.21,99.62,23.14,32.14,40.57,65.75,60.48,62.84,88.44,52.05,22.39,30.9,74.54,85.92
3109,32.69,27.18,67.71,78.16,48.41,74.66,73.34,94.38,11.61,24.89,35.37,44.34,46.4,54.15,78.27,38.57,13.42,20.39,66.71,122.93
3110,46.53,20.95,49.44,73.22,83.55,71.59,81.92,97.84,18.25,24.37,34.75,58.15,55.09,55.65,81.85,44.43,16.6,24.82,67.9,40.55
3111,39.31,20.24,72.27,75.68,34.39,62.9,75.3,97.5,16.49,26.13,37.15,51.57,53.31,56.75,86.09,46.08,23.38,37.42,73.91,56.95
3112,58.82,42.07,85.59,97.5,61.2,68.61,90.59,108.21,36.78,52.13,60.92,74.72,75.9,83.53,106.32,73.72,44.87,61.26,95.6,117.35
3113,37.39,18.88,60.84,69.16,59.61,61.38,67.11,80.41,7.07,20.38,27.26,41.41,41.64,46.21,69.02,32.21,0.37,15.94,57.19,96.54
3114,44.65,28.36,57.72,58.28,68.49,95.59,57.37,78.23,6.54,14.18,20.15,49.64,42.1,38.58,65.13,30.08,-10.87,6.15,47.87,-17.95
3115,53.51,32.42,74.43,85.79,53.2,41.76,65.74,101.82,26.12,46.62,54.56,71.49,71.23,78.24,100.46,66.19,37.28,61.11,89.49,52.02
3116,63.98,40.31,95.2,104.69,90.66,90.68,89.65,119.01,41.22,60.41,69.14,73.68,80.46,91.47,113.33,73.72,52.67,82.95,106.41,46.12
3117,47.8,19.66,59.19,67.95,57.0,42.81,60.08,85.11,12.22,21.84,29.53,52.14,46.08,50.58,76.03,36.57,12.57,34.57,61.9,-63.22
3118,63.43,38.73,99.42,109.42,57.96,79.42,97.81,119.39,37.32,53.71,62.67,81.39,73.75,84.81,106.42,70.88,44.83,74.43,97.48,-32.3
3119,40.76,13.99,51.7,74.86,49.01,60.65,68.78,89.67,10.98,28.59,36.66,54.39,50.55,61.19,80.21,49.18,22.2,49.21,71.14,10.63
3120,-9.02,-28.47,23.36,29.72,21.68,29.49,29.8,44.98,-44.2,-28.23,-19.95,-13.07,-15.27,-6.09,17.7,-20.86,-47.97,-17.15,8.28,-69.57
3121,41.19,23.27,82.72,84.26,66.15,63.28,71.91,99.99,15.88,32.89,40.72,52.3,49.24,60.24,83.45,45.3,20.19,46.42,71.83,-31.3
3122,80.04,43.42,86.09,108.44,70.55,76.05,91.16,124.22,48.35,71.14,79.53,96.4,91.7,105.08,125.91,96.53,70.86,96.35,115.9,-4.88
3123,99.9,69.94,109.85,121.87,100.32,96.8,108.4,135.91,67.98,85.65,92.27,106.94,104.61,120.26,139.8,107.13,83.44,120.05,129.07,-22.58
3124,26.36,0.98,67.74,69.96,10.39,21.02,76.03,89.12,-2.28,12.91,18.07,29.47,27.76,36.92,58.7,24.37,-1.16,36.05,49.13,-80.82
3125,8.29,-13.82,58.28,64.69,26.69,52.26,67.84,84.78,-15.93,8.99,15.49,15.21,18.0,34.8,55.35,18.33,-0.92,40.9,49.4,23.39
3126,57.33,30.76,78.83,89.51,88.65,97.21,85.05,109.88,25.83,49.92,54.14,64.0,63.41,78.44,97.55,65.92,46.16,89.77,91.53,23.39
3127,55.64,42.29,99.38,90.49,20.0,61.16,71.78,101.32,32.46,47.98,51.3,66.35,61.98,73.77,98.41,61.38,47.88,91.53,86.82,-105.86
3128,27.49,-0.63,54.81,66.39,28.03,31.9,56.91,76.52,-1.61,19.25,23.23,38.52,33.35,47.82,67.61,35.95,13.6,57.5,57.02,-126.54
3129,-7.01,-30.72,25.95,31.79,11.34,7.4,17.25,45.38,-41.65,-16.2,-10.85,-6.38,-8.54,10.37,28.03,-2.02,-24.66,25.83,22.91,-154.47
3130,48.07,19.53,68.64,67.3,61.44,56.76,37.54,79.01,7.62,28.6,32.69,42.02,41.32,56.94,78.43,41.78,26.9,73.66,66.43,-311.48
3131,67.84,31.16,86.64,88.99,89.05,69.09,65.35,100.48,30.64,50.06,52.66,67.08,65.19,77.3,95.2,71.27,41.64,87.71,82.94,-245.85
3132,92.29,68.24,120.74,123.62,94.42,90.28,115.25,131.93,50.94,73.53,76.78,88.95,85.01,96.1,113.46,99.64,69.48,123.44,109.33,4.96
3133,17.46,-11.79,47.61,57.69,27.07,27.33,51.77,72.03,-16.93,6.81,11.7,27.77,20.05,30.24,50.18,32.28,1.81,66.8,45.84,105.46
3134,17.4,-5.5,48.25,44.54,14.91,6.29,11.83,52.42,-20.28,-1.2,2.21,30.25,11.89,22.61,44.29,31.27,-0.95,56.39,34.6,110.54
3135,4.95,-24.84,33.17,37.83,36.77,29.04,27.16,45.11,-38.86,-16.57,-13.51,4.21,-9.5,5.04,21.69,11.69,-22.69,40.01,17.57,42.26
3136,-67.17,-93.49,-26.23,-17.19,-52.63,-13.9,-20.93,1.61,-104.46,-76.0,-69.78,-67.86,-75.67,-57.32,-38.44,-54.89,-88.68,-14.17,-37.84,32.55
3137,28.19,-5.94,55.7,58.41,29.22,56.62,42.21,77.95,-8.59,13.2,18.07,36.22,21.71,35.0,57.42,40.75,7.06,78.45,50.67,49.3
3138,94.34,54.75,106.27,119.18,96.54,76.72,106.85,139.11,51.17,73.99,78.97,94.51,82.15,99.99,117.62,104.98,73.64,134.17,108.07,48.92
3139,30.82,-6.48,54.71,61.05,55.1,78.85,50.56,73.71,-11.64,11.82,14.71,33.51,16.56,31.84,45.24,36.81,3.24,67.69,41.1,121.14
3140,-40.43,-75.22,-13.11,-18.11,-46.3,-14.07,-59.29,-8.04,-77.92,-59.13,-56.0,-40.64,-51.83,-36.53,-15.63,-31.86,-58.46,14.99,-22.59,50.05
3141,29.09,11.93,74.62,73.06,21.4,12.45,54.24,81.32,-2.9,18.4,21.72,32.97,26.08,42.01,61.92,43.34,27.87,102.51,54.94,40.87
3142,4.8,-23.62,48.94,48.65,15.2,24.7,35.94,63.63,-30.63,-3.65,0.48,3.05,-0.84,18.3,34.39,16.0,4.35,91.25,40.85,74.69
3143,0.11,-32.05,31.33,33.01,-16.06,-16.47,18.28,49.06,-39.36,-18.29,-17.66,-8.67,-12.04,3.77,18.17,2.78,-18.32,67.39,19.09,7.61
3144,-9.56,-41.79,15.09,21.15,-17.48,-13.16,19.2,45.04,-50.6,-31.08,-29.9,-20.6,-24.37,-10.27,5.65,-16.48,-37.83,41.04,1.96,89.6
3145,29.91,3.63,84.41,81.49,21.76,31.15,73.52,94.74,1.02,24.73,27.91,27.61,30.28,45.42,58.91,37.14,19.91,105.8,61.76,141.79
3146,62.57,35.4,106.51,109.25,63.56,85.07,104.06,117.78,33.6,54.36,56.52,62.36,62.43,75.74,87.71,64.8,48.9,142.74,91.82,62.21
3147,10.01,-17.88,33.02,34.16,28.59,43.91,38.96,59.44,-29.53,-15.55,-14.15,-1.81,-6.03,4.19,23.14,-5.51,-25.21,72.0,20.87,66.48
3148,-2.54,-29.93,26.3,36.95,2.18,10.83,43.93,65.23,-37.66,-18.02,-14.97,-10.42,-11.82,5.09,20.36,-6.64,-25.12,67.67,23.29,107.15
3149,36.59,-4.19,57.69,66.24,38.91,54.57,50.33,84.78,1.37,25.16,27.26,39.88,33.75,52.83,65.6,45.49,27.02,120.78,67.7,92.72
3150,2.62,-30.24,31.84,31.99,4.81,-1.45,23.3,52.95,-33.61,-18.12,-16.21,-6.12,-11.08,5.03,24.02,-5.61,-25.76,71.85,20.33,13.79
3151,2.4,-22.85,39.13,36.76,-3.46,18.79,24.17,58.46,-35.11,-17.43,-15.18,-6.69,-13.16,3.68,22.19,-9.34,-35.08,70.49,21.89,111.77
3152,12.33,-20.52,44.54,43.68,31.39,30.07,30.42,63.22,-28.05,-4.07,-3.7,1.19,-3.84,18.75,28.89,5.04,-19.31,79.27,31.54,129.12
3153,-12.44,-53.15,11.55,28.91,-41.27,1.98,36.07,54.31,-48.27,-26.02,-24.29,-16.61,-18.38,-4.24,8.77,-16.96,-41.92,57.43,9.03,78.37
3154,-6.18,-45.5,11.37,25.6,9.06,-9.7,31.82,50.01,-47.43,-28.97,-26.14,-15.8,-19.94,-6.23,8.85,-20.99,-47.47,64.35,9.02,65.26
3155,2.16,-46.9,29.42,39.12,25.13,22.88,48.58,64.42,-42.12,-20.87,-18.21,-9.05,-13.61,2.71,10.78,-8.86,-47.48,62.58,15.06,63.67
3156,21.56,-13.16,44.0,48.8,34.85,35.04,38.62,68.6,-24.87,-3.34,-1.96,13.02,2.36,18.81,27.11,8.01,-28.05,73.16,28.64,102.01
3157,29.53,10.54,68.36,60.45,23.56,27.09,41.09,77.79,-8.38,7.68,9.49,20.76,14.34,26.18,38.61,16.68,-19.08,86.69,39.6,104.63
3158,25.47,-6.59,63.37,66.56,22.66,26.58,54.47,81.62,-10.13,10.77,13.44,20.12,16.47,31.33,42.3,19.4,-12.7,99.9,47.89,122.39
3159,-3.74,-33.6,38.37,42.17,12.85,6.38,29.68,54.66,-36.67,-15.4,-9.25,-8.84,-17.33,6.54,16.49,-9.76,-37.34,85.96,28.21,122.65
3160,-19.09,-49.44,16.86,23.79,-19.83,25.46,11.61,43.46,-51.14,-32.92,-28.34,-31.25,-30.69,-14.23,1.39,-28.57,-58.08,68.99,10.1,59.87
3161,-17.43,-38.76,21.11,21.61,-7.33,6.81,10.78,42.87,-52.51,-37.31,-34.41,-28.36,-37.88,-21.34,-10.32,-35.17,-71.58,49.05,-0.56,110.55
3162,13.62,-10.67,58.28,59.4,20.55,17.14,46.72,72.9,-17.97,4.31,5.86,9.84,0.85,20.94,28.8,7.89,-29.07,94.34,39.07,124.48
3163,-5.24,-39.61,34.08,40.48,-15.43,5.7,29.71,55.65,-37.16,-16.54,-17.25,-14.68,-17.49,-0.97,6.26,-18.67,-52.0,63.54,11.58,43.07
3164,-14.08,-40.06,22.71,23.82,-15.81,13.35,13.44,48.6,-45.77,-30.17,-30.23,-23.4,-28.66,-14.2,-3.91,-30.06,-67.43,53.61,1.02,40.11
3165,-3.23,-25.34,42.27,45.97,23.12,22.92,42.56,60.39,-36.01,-12.43,-12.05,-15.7,-19.02,2.3,5.44,-18.87,-58.64,63.76,15.9,179.67
3166,13.58,-23.76,45.56,46.13,-3.54,56.31,33.25,57.93,-20.54,1.86,-1.8,9.48,2.2,23.01,23.34,10.62,-28.98,75.12,25.82,77.74
3167,3.01,-28.83,23.63,33.83,9.76,27.73,35.21,59.57,-31.17,-13.23,-14.96,-7.72,-12.09,5.4,14.79,-10.78,-48.93,68.85,16.44,9.35
3168,21.71,-10.83,45.45,56.23,45.83,27.01,52.92,78.21,-13.66,5.73,5.27,13.8,7.39,28.03,30.74,8.71,-31.07,87.39,36.91,162.15
3169,7.18,-21.56,36.32,39.07,15.79,15.07,29.39,54.61,-28.66,-9.46,-14.45,-6.88,-10.69,10.55,8.97,-3.02,-46.49,62.24,13.7,110.42
3170,-12.64,-47.34,6.17,16.13,15.23,4.85,10.52,36.22,-50.72,-32.68,-35.84,-30.81,-29.5,-10.46,-9.28,-25.67,-65.83,40.11,-7.33,14.44
3171,22.64,4.73,64.31,68.46,23.51,42.42,54.51,84.12,-4.09,14.75,10.56,14.08,15.43,36.34,34.95,20.94,-26.4,79.18,39.4,143.63
3172,26.09,-2.79,54.73,65.46,29.86,33.01,57.38,73.92,-8.59,12.55,6.02,25.88,12.88,35.77,27.75,25.83,-25.31,63.01,29.47,162.6
3173,21.56,-17.71,50.11,55.41,10.82,28.89,42.14,67.84,-15.17,4.98,-0.02,10.14,7.44,27.55,22.72,14.35,-30.48,60.62,25.43,13.74
3174,22.0,-9.18,47.62,53.89,32.38,17.77,45.15,73.47,-12.68,0.83,-2.62,12.11,4.68,23.63,22.21,12.22,-30.57,64.15,26.22,-19.39
3175,-9.85,-36.67,20.96,30.33,3.54,7.71,15.73,44.03,-36.35,-17.84,-21.27,-8.29,-14.08,6.67,1.3,0.06,-47.16,35.15,4.75,96.48
3176,4.2,-24.45,36.47,43.77,14.15,23.0,28.04,56.15,-21.74,-5.28,-10.13,0.71,-4.32,17.0,10.57,13.55,-38.72,37.81,11.51,98.83
3177,15.31,-17.23,39.18,41.53,20.91,-6.59,15.86,53.94,-17.21,-4.04,-6.61,13.35,1.52,21.77,20.68,17.63,-31.67,48.04,18.35,-27.16
3178,24.66,-8.52,49.77,54.61,38.01,39.36,28.83,65.4,-5.57,10.98,8.9,24.24,15.79,39.39,33.55,37.44,-13.12,69.98,37.63,18.94
3179,-4.38,-32.04,26.8,32.64,18.88,35.93,25.53,43.21,-41.08,-20.96,-22.69,-13.54,-23.74,2.28,-8.93,-1.03,-52.84,20.06,-0.67,27.68
3180,3.4,-20.12,37.27,39.76,0.59,18.9,31.66,50.88,-29.08,-12.32,-13.56,-0.01,-11.08,10.54,5.83,8.18,-47.19,31.45,7.98,-37.68
3181,21.2,2.95,67.83,72.34,16.88,38.0,61.55,87.37,-3.39,15.42,16.84,24.3,18.3,42.8,41.04,38.63,-7.19,74.34,43.05,54.88
3182,71.67,48.83,108.14,107.79,92.89,74.38,85.53,115.22,36.47,58.38,57.82,71.37,60.59,87.62,80.65,85.74,37.46,111.19,83.17,79.41
3183,32.52,3.12,59.05,63.44,40.2,28.43,45.56,70.38,-4.23,11.14,7.84,32.95,14.94,35.69,27.93,40.46,-22.55,42.69,25.94,27.15
3184,-27.58,-58.57,5.4,13.19,-17.29,-5.71,6.17,32.69,-64.55,-49.53,-48.17,-31.85,-42.11,-24.28,-29.02,-24.19,-84.56,-19.51,-28.44,73.62
3185,4.28,-22.62,27.82,43.25,31.01,67.2,29.0,59.69,-29.22,-9.4,-7.49,10.51,-0.43,21.93,13.28,25.24,-27.15,38.51,19.73,125.54
3186,33.28,-0.79,50.06,63.01,51.93,49.49,49.22,75.17,-8.07,12.01,14.78,36.27,20.09,45.77,35.91,51.27,0.47,60.06,41.55,129.39
3187,72.29,33.53,79.9,96.88,74.55,43.59,75.69,107.34,31.5,45.85,48.9,76.85,63.23,82.26,76.37,89.64,38.87,96.12,75.79,124.11
3188,44.72,15.14,64.37,76.53,36.63,39.73,53.73,85.49,12.22,30.25,30.64,58.34,45.38,66.93,58.11,78.13,29.49,86.68,60.59,67.49
3189,-22.89,-56.16,13.9,24.51,-12.16,6.04,10.76,30.5,-54.55,-32.08,-28.39,-14.37,-24.87,0.62,-10.48,4.29,-41.91,20.06,-0.31,75.09
3190,4.5,-39.53,17.39,33.75,2.89,40.19,14.36,46.91,-32.72,-18.28,-15.41,11.37,-1.23,14.54,8.59,23.26,-22.98,28.02,13.16,70.83
3191,-4.13,-35.06,8.74,20.54,4.67,16.31,3.37,41.9,-40.2,-27.77,-27.09,6.21,-11.51,5.05,-0.2,11.67,-29.86,33.07,7.81,34.72
3192,-3.06,-28.86,44.98,52.83,2.09,3.66,43.78,62.54,-28.24,-3.58,-3.21,12.87,4.99,28.33,18.95,34.3,-7.01,56.33,29.82,73.19
3193,46.99,20.8,84.28,87.12,49.15,64.85,75.02,96.61,18.94,34.74,31.57,61.65,49.64,66.93,57.67,79.08,30.98,81.88,62.26,1.38
3194,66.06,31.93,86.0,85.76,46.78,67.65,61.39,96.71,36.34,45.93,40.93,83.07,69.55,81.01,74.23,95.34,45.97,88.12,71.14,-57.94
3195,44.17,12.88,70.14,78.9,36.74,26.52,64.1,79.88,12.7,28.26,24.15,59.32,47.43,63.03,53.16,73.31,24.81,66.93,53.08,-27.01
3196,4.3,-24.14,39.29,38.04,16.69,40.69,35.71,45.12,-29.17,-14.12,-19.49,12.74,-1.39,16.02,6.94,22.42,-27.7,21.05,8.12,38.05
3197,51.23,20.79,69.5,66.38,48.76,59.79,52.15,73.79,13.88,21.67,14.85,58.07,44.64,52.52,44.62,67.1,11.33,54.74,42.68,-14.33
3198,41.83,26.86,74.33,72.63,42.1,38.95,54.74,75.32,12.68,23.47,17.5,58.6,44.86,53.61,45.67,67.36,15.29,58.57,45.24,-49.06
3199,16.91,-18.5,32.37,44.6,16.06,37.63,35.29,55.83,-17.12,-2.93,-6.56,35.76,16.44,30.91,20.22,42.12,-8.26,34.71,24.41,-1.25
3200,27.58,-1.47,50.57,51.16,28.21,33.5,31.74,61.51,-5.58,1.69,-2.26,40.14,23.94,32.85,24.91,43.9,-6.49,34.2,27.28,-5.49
3201,32.7,0.88,49.39,56.17,26.95,27.21,46.91,69.3,0.92,5.24,1.87,35.89,31.42,37.66,31.08,47.54,-0.66,38.65,33.55,-19.1
3202,3.63,-29.68,18.62,29.31,14.76,16.18,25.84,40.87,-32.87,-18.63,-22.24,7.97,-0.27,14.21,2.75,19.47,-28.04,17.49,11.41,23.55
3203,34.57,-0.87,50.29,56.64,11.85,52.13,43.49,75.44,4.04,14.86,10.38,50.32,39.56,48.83,39.81,57.88,6.14,45.41,43.46,-15.42
3204,76.92,42.42,91.43,92.68,59.72,43.45,67.56,102.2,45.08,47.99,39.82,86.76,78.39,79.23,72.1,90.12,36.4,63.76,67.53,-76.74
3205,53.63,17.1,64.86,72.54,55.79,55.5,52.66,78.55,17.66,26.51,19.79,63.43,51.35,57.01,45.23,66.64,8.73,36.79,44.85,17.49
3206,41.16,1.11,44.43,62.08,34.15,25.44,52.86,72.31,7.61,17.39,9.7,56.67,44.98,46.84,37.15,56.87,4.06,36.82,39.93,-40.57
