,Fp1,F3,C3,P3,F7,T3,T5,O1,Fz,Cz,Pz,Fp2,F4,C4,P4,F8,T4,T6,O2,EKG
2233,-60.12,-43.24,-70.07,-75.63,-64.9,-64.86,-77.55,-103.52,14.64,-19.84,-79.07,-30.03,-25.44,-61.34,-106.46,4.75,-16.59,-47.48,-11.32,1047.72
2234,-49.46,-40.14,-63.09,-78.45,-52.57,-74.94,-53.64,-98.86,-31.06,-47.4,-89.51,-20.01,-23.35,-51.54,-97.09,11.43,-11.0,112.33,156.72,3489.09
2235,43.01,64.32,48.68,24.05,65.27,32.46,60.06,-16.29,45.32,48.22,10.31,67.95,89.36,60.7,8.39,115.01,104.66,-80.96,-191.95,-2837.37
2236,-19.13,0.56,-22.79,-31.99,-15.85,-22.71,-30.69,-67.35,49.15,21.83,-35.61,7.6,24.7,-14.19,-62.19,49.19,32.06,-118.65,-143.71,-1302.14
2237,-65.22,-56.05,-80.0,-89.2,-73.73,-80.87,-99.75,-111.85,-21.91,-49.29,-97.59,-37.51,-40.35,-72.4,-116.05,-7.54,-29.09,105.42,180.67,4016.52
2238,23.49,41.45,29.97,4.41,41.95,12.71,44.76,-29.86,18.55,22.54,-10.65,49.26,65.06,39.92,-11.17,90.87,81.72,9.57,-65.12,-815.98
2239,22.53,46.37,27.72,9.62,37.92,29.99,21.07,-31.23,71.66,56.97,5.06,47.45,72.26,37.1,-15.32,95.08,82.78,-147.79,-233.22,-3173.98
2240,-74.11,-63.96,-91.69,-96.47,-86.08,-90.23,-99.54,-116.49,-9.62,-43.02,-97.53,-41.54,-45.99,-76.63,-119.66,-12.69,-29.6,55.32,118.37,3104.85
2241,-13.96,-1.26,-17.41,-37.01,-6.28,-38.56,-12.32,-64.96,-13.7,-15.35,-50.93,12.68,19.07,-2.54,-49.01,50.85,42.33,80.62,64.29,1567.76
2242,23.18,51.42,37.05,18.41,45.83,25.23,21.28,-25.7,50.52,49.35,7.65,42.17,74.77,48.74,0.15,96.39,97.46,-148.48,-262.21,-3784.74
2243,-59.28,-38.13,-64.15,-66.89,-62.8,-56.19,-61.07,-96.08,18.21,-13.14,-69.21,-32.07,-22.76,-55.31,-94.65,4.25,-6.39,-34.55,-3.63,1036.09
2244,-40.61,-30.16,-50.08,-63.25,-41.03,-59.16,-67.31,-87.82,-21.47,-35.66,-75.95,-12.14,-16.55,-39.71,-81.36,20.15,7.78,124.73,165.42,3350.27
2245,26.84,52.41,41.86,19.96,52.58,27.23,48.51,-23.59,34.58,39.74,5.47,51.63,73.8,51.95,4.62,102.38,103.8,-80.03,-197.18,-2922.73
2246,-19.57,1.07,-19.66,-28.43,-16.71,-20.81,-5.3,-65.45,47.52,22.02,-30.83,3.18,17.89,-13.68,-57.12,45.74,38.87,-108.96,-135.05,-1382.81
2247,-72.6,-65.83,-85.61,-92.17,-82.62,-89.26,-112.13,-113.42,-29.18,-55.15,-98.85,-48.75,-52.64,-75.44,-114.85,-12.27,-20.66,121.8,182.09,3944.65
2248,18.81,38.18,30.23,9.87,40.98,16.68,9.15,-31.93,14.38,19.79,-9.21,41.58,57.52,37.91,-8.28,91.74,90.51,19.95,-64.07,-903.54
2249,0.57,23.89,10.01,-2.38,16.21,4.46,3.57,-47.29,50.27,36.93,-9.71,25.76,45.89,16.93,-29.94,77.64,71.96,-158.45,-238.93,-3248.48
2250,-74.45,-66.22,-89.51,-91.3,-86.17,-89.88,-76.81,-113.23,-9.69,-42.1,-92.41,-47.56,-49.89,-75.68,-115.32,-6.8,-18.25,61.06,122.85,3025.2
2251,-18.02,-7.63,-17.77,-35.24,-9.38,-35.71,-21.58,-65.05,-17.75,-19.83,-50.02,6.08,13.11,-7.51,-49.65,51.7,47.34,88.48,64.07,1489.2
2252,33.85,58.8,51.18,33.13,58.36,46.35,30.14,-16.01,59.59,58.74,19.94,60.14,82.56,57.19,9.74,115.1,115.5,-135.29,-253.07,-3852.79
2253,-55.12,-40.37,-60.16,-64.05,-58.89,-55.87,-68.44,-96.06,20.0,-11.71,-65.52,-22.08,-18.6,-49.61,-91.13,17.96,10.69,-19.92,2.18,1011.88
2254,-69.58,-62.03,-76.88,-87.51,-69.8,-90.84,-70.81,-109.35,-49.68,-62.03,-97.4,-42.57,-40.06,-60.78,-103.02,-0.42,-5.51,116.76,147.23,3332.15
2255,7.3,28.51,23.81,3.61,31.91,1.86,45.69,-36.53,12.86,20.74,-9.94,25.02,56.79,36.31,-10.23,85.46,89.7,-80.98,-207.59,-2937.31
2256,-47.05,-26.26,-41.26,-50.03,-40.22,-37.03,-20.65,-79.48,23.69,1.49,-48.92,-25.39,-0.91,-30.75,-72.04,24.35,24.15,-111.42,-146.41,-1388.09
2257,-85.2,-77.04,-96.64,-102.35,-91.06,-94.23,-77.51,-118.58,-39.64,-62.69,-106.14,-59.89,-58.94,-80.08,-118.95,-23.02,-26.17,106.22,175.07,3939.3
2258,-6.25,9.96,5.21,-16.32,16.58,-12.14,-2.85,-52.14,-11.49,-3.21,-31.69,16.1,34.74,16.93,-28.5,64.85,75.14,-10.72,-88.08,-880.78
2259,-9.02,18.32,8.12,-6.1,11.35,4.81,-4.0,-47.9,42.61,33.58,-11.54,14.19,42.28,14.9,-30.47,68.29,75.49,-161.93,-242.73,-3248.14
2260,-84.37,-72.54,-89.29,-91.27,-93.05,-98.83,-85.13,-114.81,-16.08,-44.17,-94.42,-56.05,-53.05,-78.01,-117.35,-14.47,-21.79,57.19,122.37,3064.95
2261,-28.93,-16.46,-21.5,-39.71,-17.41,-41.41,-46.6,-69.25,-25.57,-24.6,-53.86,-4.9,6.87,-10.18,-55.26,42.15,45.36,78.22,58.21,1491.65
2262,19.07,46.43,43.44,24.91,47.19,36.75,22.01,-23.37,47.93,50.59,12.09,39.62,72.79,48.89,-0.57,100.32,109.02,-141.3,-258.73,-3816.42
2263,-66.94,-48.97,-63.48,-70.45,-65.82,-59.95,-43.76,-99.27,11.27,-17.79,-70.68,-41.4,-28.71,-57.83,-100.53,7.02,3.32,-30.69,-1.91,1038.22
2264,-58.97,-47.86,-59.8,-75.68,-53.67,-73.83,-57.23,-95.6,-34.72,-46.59,-83.95,-34.26,-27.53,-48.06,-92.87,11.11,11.8,128.69,161.11,3381.22
2265,18.02,42.41,41.74,20.33,48.62,24.54,14.77,-25.75,28.16,36.12,4.49,40.25,71.93,51.35,-0.38,98.94,108.82,-83.99,-198.66,-2912.65
2266,-39.16,-16.64,-29.49,-36.14,-30.62,-31.16,-29.24,-75.34,34.47,12.72,-39.06,-16.52,8.79,-19.6,-66.49,36.5,37.4,-114.32,-142.03,-1330.57
2267,-98.73,-85.24,-101.04,-107.44,-101.31,-107.61,-104.49,-126.17,-47.15,-68.45,-112.52,-73.13,-64.51,-87.32,-129.3,-29.6,-32.37,103.19,169.16,3961.1
2268,12.99,36.82,33.14,10.07,41.94,16.87,19.99,-30.08,15.5,23.63,-7.03,32.13,60.66,43.55,-7.2,88.18,93.81,12.72,-65.47,-882.99
2269,-5.37,26.76,16.76,-0.15,19.16,16.44,44.11,-40.54,52.35,44.24,-4.04,14.45,51.9,26.83,-23.25,75.63,81.37,-141.3,-232.09,-3155.57
2270,-110.6,-93.63,-109.93,-116.41,-113.81,-112.91,-121.52,-133.24,-38.14,-64.36,-114.74,-82.09,-72.06,-95.59,-137.76,-40.3,-40.47,39.58,103.65,3085.91
2271,-52.26,-34.11,-40.57,-59.45,-36.87,-63.57,-18.22,-83.67,-43.64,-38.6,-69.03,-25.66,-9.8,-22.04,-68.08,22.62,31.87,67.68,46.82,1542.04
2272,25.92,57.44,51.92,32.13,57.26,35.78,76.67,-10.55,59.79,65.49,24.94,43.64,85.92,68.25,16.32,108.61,123.56,-127.03,-246.44,-3780.78
2273,-63.82,-41.91,-59.49,-65.69,-61.24,-58.38,-85.35,-95.45,18.08,-7.57,-63.39,-41.2,-20.86,-43.71,-91.04,9.23,14.83,-22.19,2.83,1055.15
2274,-82.27,-65.71,-74.2,-84.39,-76.26,-89.84,-99.57,-110.94,-53.99,-58.19,-95.6,-60.03,-44.03,-56.59,-101.93,-10.84,-3.4,113.81,148.47,3373.99
2275,5.38,36.18,35.04,13.49,35.52,8.56,27.26,-31.87,21.08,33.95,0.51,23.1,62.68,50.91,-1.89,86.8,99.37,-86.28,-202.0,-2907.93
2276,-37.23,-9.19,-23.48,-32.5,-26.08,-28.38,-6.25,-68.59,42.56,22.82,-31.03,-18.33,14.57,-8.27,-57.5,39.68,45.61,-105.57,-134.93,-1353.02
2277,-101.27,-84.96,-100.94,-108.15,-103.07,-108.56,-102.67,-126.95,-44.76,-64.45,-110.39,-74.13,-66.0,-80.52,-127.92,-32.41,-26.74,108.12,170.25,3991.37
2278,-6.97,19.8,17.49,-4.56,18.36,-6.48,-2.54,-44.39,0.89,12.66,-18.17,13.38,45.78,33.95,-20.14,71.59,85.87,5.31,-75.3,-874.86
2279,-0.45,31.97,23.67,7.71,21.59,16.6,-2.06,-39.9,60.95,52.98,3.53,16.5,55.88,34.64,-19.84,77.83,85.92,-148.79,-228.54,-3178.05
2280,-96.89,-77.69,-94.72,-101.03,-99.53,-96.57,-84.05,-125.82,-18.49,-45.13,-100.21,-68.6,-58.45,-78.86,-126.71,-29.0,-28.33,44.93,113.85,3114.44
2281,-47.31,-25.78,-35.53,-54.05,-32.19,-57.78,-38.86,-82.1,-31.99,-28.82,-64.37,-19.29,-2.13,-13.99,-66.67,26.42,37.28,66.61,50.07,1550.98
2282,7.17,43.98,34.93,17.0,37.58,20.48,22.49,-29.28,49.44,51.89,9.07,29.93,71.9,50.09,-4.81,88.86,101.75,-137.62,-258.9,-3760.21
2283,-75.23,-52.68,-70.48,-74.13,-75.48,-71.44,-79.38,-107.14,12.07,-16.3,-73.28,-52.79,-31.04,-58.09,-106.19,-6.25,-1.85,-27.11,-2.81,1074.49
2284,-75.23,-63.03,-73.96,-86.21,-74.49,-100.98,-97.89,-113.57,-45.93,-56.37,-95.43,-50.41,-41.34,-58.54,-107.72,-11.19,-4.96,112.99,150.09,3413.77
2285,13.14,42.44,41.74,19.01,44.31,18.32,17.0,-29.45,31.52,41.19,6.92,35.49,72.24,53.81,-0.84,93.48,105.65,-90.37,-199.2,-2925.68
2286,-26.91,-0.17,-12.97,-22.26,-14.95,-11.06,-31.37,-64.91,56.11,34.11,-21.8,-10.66,26.9,0.78,-49.86,47.57,54.26,-94.71,-125.07,-1309.85
2287,-91.24,-78.85,-93.78,-101.99,-94.13,-102.98,-72.57,-122.53,-35.77,-56.28,-102.61,-66.73,-54.73,-74.15,-119.14,-25.56,-22.16,119.5,180.5,3975.11
2288,0.18,20.41,15.53,-7.22,21.89,-11.78,40.67,-39.5,6.77,15.93,-15.75,16.67,48.54,35.13,-16.27,73.2,86.29,9.66,-72.44,-904.19
2289,-1.74,26.65,17.21,2.67,20.74,14.19,9.79,-39.29,60.27,50.21,1.59,14.97,55.71,31.08,-21.09,74.99,84.56,-143.49,-229.36,-3176.43
2290,-87.59,-70.0,-86.14,-93.04,-88.45,-87.6,-64.99,-114.67,-8.69,-37.9,-89.95,-54.83,-46.12,-70.22,-116.67,-18.42,-15.03,70.41,128.61,3077.85
2291,-34.24,-16.81,-24.05,-44.43,-18.04,-43.87,-13.08,-69.96,-21.76,-20.04,-52.3,-9.94,7.83,-5.82,-56.68,37.68,49.37,89.61,62.66,1504.37
2292,12.25,39.58,36.96,16.43,41.0,23.72,23.23,-29.75,47.74,50.06,9.8,27.4,72.58,49.64,-5.6,89.81,102.13,-143.27,-260.08,-3800.39
2293,-80.37,-59.39,-73.2,-77.13,-79.85,-76.15,-90.11,-108.39,6.42,-20.28,-75.2,-56.59,-32.0,-59.46,-107.62,-8.72,-4.12,-31.47,-5.9,1064.48
2294,-83.57,-69.38,-79.01,-87.89,-81.25,-101.61,-100.21,-110.88,-53.17,-59.52,-96.12,-58.2,-42.95,-59.94,-106.54,-16.43,-6.04,117.39,150.46,3366.22
2295,8.73,38.08,36.21,19.6,37.96,1.69,17.65,-27.97,25.17,38.07,6.39,32.65,69.78,50.13,-3.39,87.19,102.24,-81.41,-197.84,-2926.4
2296,-51.54,-23.8,-34.71,-41.17,-40.84,-39.11,-51.42,-80.44,28.95,11.4,-41.01,-32.11,3.4,-23.79,-73.51,20.79,29.5,-114.31,-138.91,-1331.17
2297,-96.88,-82.92,-97.53,-104.18,-101.12,-109.02,-97.25,-124.79,-43.52,-60.76,-105.53,-73.76,-61.04,-80.33,-128.06,-34.33,-28.15,106.76,175.8,3970.0
2298,-7.27,19.82,15.7,-4.17,20.17,-14.18,5.75,-40.58,2.88,15.31,-15.38,12.92,50.77,34.11,-19.93,71.52,84.34,9.13,-71.85,-900.23
2299,-2.43,27.5,19.69,4.38,17.32,14.31,20.53,-38.64,58.33,51.08,2.54,11.46,58.18,31.87,-24.9,73.95,84.34,-141.53,-227.82,-3151.33
2300,-96.93,-77.04,-93.9,-99.17,-100.76,-97.27,-100.5,-122.26,-20.59,-45.76,-97.16,-73.0,-54.29,-80.3,-130.15,-31.17,-25.09,55.79,122.8,3092.54
2301,-43.05,-19.54,-25.76,-41.72,-25.98,-49.1,-52.23,-73.35,-26.65,-20.66,-53.5,-18.28,8.4,-7.96,-61.1,31.96,40.67,77.86,59.9,1515.12
2302,20.34,54.1,47.96,31.63,48.78,31.84,63.72,-16.43,58.49,65.19,24.38,48.4,87.32,65.13,7.39,103.65,113.25,-134.37,-249.77,-3776.57
2303,-73.62,-48.39,-69.67,-71.76,-72.26,-66.95,-59.34,-99.06,13.98,-11.25,-67.08,-51.71,-24.02,-49.62,-101.71,-1.93,5.43,-27.64,2.47,1086.05
2304,-72.05,-54.75,-68.07,-77.58,-64.91,-86.86,-76.7,-101.13,-38.67,-44.92,-83.44,-49.61,-27.63,-46.09,-97.7,-2.27,3.67,120.56,157.02,3342.05
2305,12.79,43.77,43.05,22.67,45.17,16.27,37.4,-22.69,33.4,45.96,11.81,25.88,78.57,57.67,0.07,93.46,105.48,-85.08,-195.35,-2931.19
2306,-47.86,-14.24,-23.87,-33.43,-32.64,-27.27,-41.52,-72.91,38.56,21.09,-33.86,-31.04,14.65,-16.27,-70.85,28.41,37.31,-117.79,-138.48,-1323.85
2307,-93.22,-72.11,-82.65,-90.46,-92.04,-102.55,-93.8,-115.7,-29.67,-48.15,-94.27,-71.7,-45.07,-70.37,-120.58,-22.73,-20.14,121.19,183.95,3938.8
2308,-10.0,20.9,20.16,-3.12,17.05,-12.05,17.63,-41.75,4.14,17.65,-15.39,8.13,51.88,33.07,-24.71,68.24,81.32,2.6,-77.3,-908.17
2309,-25.5,13.46,5.69,-8.46,0.22,-3.28,-4.6,-50.77,43.41,38.46,-10.58,-8.86,42.94,16.25,-40.66,53.81,68.91,-163.33,-241.29,-3192.14
2310,-107.74,-83.49,-99.22,-102.41,-109.19,-111.82,-92.25,-126.28,-23.07,-47.74,-99.45,-82.75,-59.35,-84.44,-134.22,-37.1,-30.23,52.42,119.62,3081.68
2311,-39.74,-15.55,-20.84,-41.28,-21.45,-47.38,-22.43,-72.83,-21.43,-15.7,-49.25,-19.13,13.52,-5.23,-59.76,32.56,43.11,76.98,63.49,1445.4
2312,11.41,47.17,45.16,23.36,42.52,23.84,33.96,-23.95,54.58,61.96,18.75,25.22,80.02,56.33,-1.48,91.26,103.7,-143.7,-251.93,-3817.31
2313,-74.41,-46.78,-60.34,-66.31,-68.16,-68.7,-64.72,-97.22,19.06,-4.24,-62.68,-52.8,-19.95,-48.31,-100.94,-1.87,2.0,-24.34,3.89,1028.91
2314,-66.35,-45.18,-52.83,-66.16,-58.52,-77.37,-51.82,-91.23,-26.5,-31.64,-72.22,-38.24,-17.68,-36.85,-90.7,2.82,10.32,130.84,167.61,3313.33
2315,17.83,52.13,50.75,28.01,49.68,23.21,14.82,-19.45,41.32,55.05,18.0,33.94,82.7,64.59,3.01,97.21,115.69,-87.93,-193.3,-3031.37
2316,-55.21,-24.71,-34.18,-40.52,-45.99,-44.02,-70.2,-82.74,30.93,15.29,-39.94,-44.14,4.2,-21.59,-76.28,16.98,32.64,-123.3,-145.63,-1418.7
2317,-107.4,-89.13,-100.39,-103.26,-113.73,-127.61,-114.89,-128.2,-45.22,-59.57,-106.09,-87.18,-61.77,-81.61,-131.98,-40.89,-33.24,95.19,167.14,3843.4
2318,-5.64,22.57,22.08,3.53,18.85,-14.9,-2.53,-38.69,10.09,24.65,-9.13,12.47,54.19,39.37,-20.0,71.34,80.82,-1.31,-79.27,-1039.09
2319,-13.68,22.32,17.98,5.07,9.96,8.4,-3.91,-44.02,58.08,52.59,1.25,3.45,56.81,28.5,-30.34,65.79,77.13,-157.84,-236.53,-3292.44
2320,-101.98,-78.45,-91.7,-95.4,-102.72,-101.35,-110.55,-120.37,-14.48,-37.95,-92.24,-77.94,-51.62,-76.17,-127.03,-31.99,-28.39,43.56,118.87,2951.51
2321,-32.0,-10.83,-16.58,-34.72,-14.2,-43.6,2.9,-62.8,-12.27,-5.16,-40.8,-10.19,19.64,2.96,-51.77,35.75,45.82,73.27,62.11,1339.02
2322,2.74,39.56,31.62,13.6,35.74,14.75,67.43,-27.08,49.15,55.12,13.08,21.35,75.74,50.17,-8.8,82.58,97.18,-159.06,-263.85,-3977.27
2323,-80.36,-51.03,-69.87,-73.81,-73.92,-67.83,-78.08,-100.56,15.86,-9.95,-67.14,-61.04,-25.79,-54.63,-108.28,-12.32,-6.44,-43.01,-5.58,889.99
2324,-69.7,-49.31,-54.8,-68.51,-61.79,-77.9,-82.24,-97.61,-29.23,-34.66,-75.16,-46.5,-19.68,-42.05,-95.55,-3.17,4.69,112.12,153.84,3159.55
2325,3.0,38.49,37.2,15.57,36.29,6.43,24.24,-30.97,30.88,43.19,6.85,20.62,72.36,50.4,-10.84,83.22,98.53,-109.01,-207.68,-3093.68
2326,-56.69,-22.64,-33.31,-42.71,-40.9,-43.33,-18.76,-78.8,35.51,17.9,-38.17,-38.23,7.73,-23.25,-79.45,19.81,27.99,-139.66,-147.76,-1483.53
2327,-90.52,-71.27,-87.37,-95.31,-90.88,-102.83,-80.3,-113.84,-25.93,-43.87,-92.58,-65.95,-42.52,-68.19,-121.85,-21.4,-18.75,99.71,177.41,3779.95
2328,-8.35,19.64,14.13,-3.55,20.82,-18.41,17.2,-39.86,7.08,19.79,-13.45,8.77,50.37,32.27,-29.08,66.29,70.52,-18.06,-85.33,-1108.07
2329,-18.22,16.73,11.17,-1.35,5.16,3.59,8.05,-46.23,50.88,47.2,-2.89,3.04,50.04,19.74,-41.14,58.55,67.42,-175.04,-241.61,-3339.7
2330,-123.11,-98.68,-111.15,-114.85,-123.51,-117.41,-125.84,-136.78,-38.17,-59.16,-113.38,-101.53,-76.41,-101.95,-154.32,-56.96,-51.98,16.61,97.6,3008.48
2331,-63.83,-38.51,-38.49,-54.1,-45.91,-69.88,-55.29,-82.44,-41.71,-32.19,-64.33,-50.42,-11.81,-26.55,-82.35,6.92,19.87,63.21,46.86,1458.55
2332,16.55,51.79,52.74,34.06,47.96,35.03,48.25,-12.16,61.4,69.17,28.47,30.72,84.73,60.18,-0.84,93.54,105.18,-148.12,-247.46,-3732.14
2333,-53.07,-27.15,-42.54,-50.76,-43.9,-41.36,-43.39,-80.87,36.79,12.34,-45.26,-27.46,-3.46,-35.2,-91.9,15.73,8.41,-40.01,14.39,1051.45
2334,-52.35,-33.95,-45.85,-57.8,-39.68,-63.0,-67.08,-82.24,-18.72,-23.61,-64.07,-28.42,-12.54,-32.54,-90.08,12.92,10.55,106.69,164.47,3228.78
2335,31.49,63.68,62.15,39.31,68.56,41.8,56.34,-6.34,52.85,66.89,30.1,43.86,93.7,73.77,9.85,109.27,116.83,-86.46,-183.64,-3120.75
2336,-32.21,-0.76,-11.79,-19.89,-18.23,-15.67,-16.25,-57.62,54.1,38.96,-16.86,-12.72,25.91,-1.58,-59.99,42.4,47.83,-112.73,-126.42,-1449.27
2337,-92.98,-74.82,-87.79,-94.77,-92.12,-99.14,-112.76,-116.14,-32.71,-47.04,-95.15,-67.46,-52.27,-73.02,-127.65,-29.17,-26.34,121.32,175.4,3810.4
2338,-28.82,-0.08,-0.84,-17.36,-0.68,-37.19,-4.36,-52.55,-12.33,3.29,-28.55,-10.71,31.3,16.18,-44.95,46.79,55.65,-34.51,-91.03,-1068.81
2339,-4.32,29.91,22.24,13.42,20.45,12.99,13.92,-31.53,66.16,62.42,12.72,10.98,63.15,37.79,-25.61,73.46,80.35,-171.76,-220.62,-3301.24
2340,-93.18,-72.5,-84.15,-87.93,-91.7,-81.84,-105.26,-113.48,-9.95,-32.11,-85.26,-75.67,-48.23,-71.55,-128.7,-30.41,-30.74,32.68,124.25,2995.81
2341,-45.91,-23.91,-23.96,-39.46,-27.32,-55.4,-51.51,-72.52,-26.18,-16.87,-49.75,-23.81,7.2,-8.77,-69.75,23.05,29.69,45.3,52.02,1346.55
2342,10.97,47.27,47.8,31.14,43.04,23.64,33.44,-17.55,57.54,65.76,25.1,33.21,80.94,58.88,-6.37,89.45,99.63,-156.87,-249.21,-3889.28
2343,-56.15,-31.08,-44.57,-50.29,-49.67,-49.65,-47.94,-82.03,35.32,12.66,-44.8,-36.36,-7.52,-34.23,-93.31,9.87,9.33,-40.84,15.75,1023.84
2344,-64.76,-47.48,-53.62,-67.64,-55.97,-66.25,-63.23,-92.29,-30.04,-32.55,-72.55,-53.12,-23.54,-40.39,-99.66,-5.66,-5.02,91.5,159.72,3258.69
2345,22.4,53.42,54.71,33.89,56.8,32.61,35.6,-11.22,46.67,62.36,26.47,33.73,88.49,69.51,3.28,96.28,103.11,-93.19,-184.36,-2997.0
2346,-48.4,-17.41,-27.76,-33.18,-30.85,-31.81,-9.96,-69.91,42.3,27.05,-28.72,-30.76,15.08,-13.33,-75.24,22.89,26.48,-124.68,-130.74,-1365.74
2347,-95.01,-82.75,-89.81,-98.53,-96.5,-100.76,-76.46,-116.97,-35.7,-50.94,-97.0,-78.29,-57.42,-77.96,-135.18,-39.45,-39.6,84.03,175.0,3893.97
2348,-8.12,16.33,21.77,-2.69,19.07,-8.57,19.03,-38.24,5.65,22.66,-10.79,9.81,47.15,34.4,-30.18,60.13,66.18,-19.93,-71.73,-989.5
2349,-17.49,16.0,15.89,4.44,9.32,-2.13,-2.27,-40.05,55.51,52.63,3.15,-1.7,49.17,25.37,-38.46,55.83,57.7,-180.25,-227.75,-3201.37
2350,-105.13,-83.92,-92.37,-95.13,-104.78,-105.47,-97.2,-117.36,-17.74,-37.98,-90.2,-84.77,-55.59,-78.13,-135.2,-41.87,-44.76,32.41,123.72,3075.1
2351,-44.85,-21.16,-20.43,-36.4,-23.15,-42.61,-27.46,-66.06,-21.04,-10.67,-42.75,-27.55,8.66,-5.22,-65.9,20.86,28.11,83.61,65.05,1452.99
2352,3.97,39.19,39.88,21.82,37.9,18.88,31.19,-23.41,52.43,61.48,20.6,11.36,72.35,50.77,-14.25,75.36,82.46,-164.87,-255.74,-3821.11
2353,-75.97,-50.78,-60.89,-63.8,-70.28,-70.62,-47.62,-93.24,19.53,-0.12,-56.84,-57.01,-23.67,-49.23,-107.2,-15.22,-21.4,-57.77,6.94,1099.46
2354,-65.32,-47.73,-51.34,-62.54,-54.5,-70.07,-89.49,-88.39,-23.8,-24.86,-65.86,-43.01,-22.19,-36.76,-95.23,-6.9,-9.95,105.37,166.52,3322.91
2355,12.74,45.9,49.84,29.23,49.46,27.92,22.73,-20.4,41.38,58.45,21.28,21.7,79.15,60.61,-5.67,83.29,88.88,-119.11,-192.12,-2922.13
2356,-56.11,-22.56,-32.6,-38.95,-39.34,-39.17,-28.54,-76.62,37.94,24.45,-32.54,-32.43,8.31,-20.13,-82.64,13.52,16.27,-151.37,-137.34,-1273.05
2357,-99.34,-79.4,-91.35,-94.21,-97.41,-104.31,-110.72,-115.46,-30.55,-42.99,-90.96,-77.14,-56.06,-74.56,-129.86,-38.65,-39.22,84.5,179.92,3964.26
2358,4.4,33.8,34.91,16.21,34.58,5.38,-0.62,-28.58,24.42,41.26,6.65,21.05,61.74,45.24,-17.83,72.62,73.03,-19.24,-64.37,-926.38
2359,-7.79,26.91,23.66,11.09,17.67,7.12,2.61,-37.57,64.99,63.97,13.07,7.61,55.41,31.59,-32.37,61.54,59.44,-168.7,-219.77,-3152.96
2360,-91.5,-71.27,-83.86,-86.6,-92.12,-103.55,-111.8,-114.37,-3.2,-24.62,-79.11,-70.13,-43.45,-68.59,-126.2,-28.82,-34.61,37.63,130.84,3107.04
2361,-44.37,-20.75,-22.0,-40.75,-23.48,-47.35,4.16,-70.34,-19.73,-10.35,-44.53,-22.81,8.19,-8.12,-70.08,19.7,17.46,45.17,58.64,1475.66
2362,18.85,57.49,56.65,38.62,54.8,41.62,54.15,-8.15,69.38,78.72,36.81,36.42,89.21,66.11,-0.42,91.59,92.16,-159.02,-238.02,-3731.08
2363,-72.05,-49.49,-58.69,-61.97,-67.18,-66.55,-97.64,-97.01,20.99,0.69,-55.87,-49.06,-21.03,-49.54,-110.76,-11.67,-17.43,-53.99,9.58,1109.58
2364,-96.83,-78.02,-78.13,-86.75,-86.92,-105.71,-79.96,-112.86,-54.11,-54.5,-91.17,-70.12,-47.91,-65.89,-124.54,-36.14,-40.27,79.1,146.64,3351.9
2365,5.06,38.48,45.16,23.91,43.21,16.47,44.98,-22.73,34.71,51.23,18.31,19.89,74.1,54.15,-12.69,74.99,79.08,-118.07,-194.97,-2916.52
2366,-37.17,-7.04,-12.14,-21.1,-20.45,-20.29,-36.81,-63.3,52.81,38.89,-14.84,-20.24,22.45,-6.91,-70.15,25.59,21.79,-126.05,-122.02,-1259.05
2367,-78.62,-59.14,-67.79,-74.77,-74.63,-77.08,-100.99,-102.65,-13.49,-26.76,-73.59,-52.54,-36.0,-60.06,-119.44,-23.5,-33.37,98.66,194.97,3990.53
2368,-0.47,27.49,33.34,12.72,30.58,9.26,4.43,-33.85,17.47,35.66,3.18,19.89,59.02,40.56,-25.6,64.67,65.64,-14.97,-65.85,-898.72
2369,-18.23,16.07,15.29,1.99,8.62,4.38,4.01,-45.74,54.9,54.02,3.8,-4.36,47.04,20.9,-44.38,48.48,46.72,-169.03,-232.79,-3091.87
2370,-90.59,-72.37,-83.86,-88.85,-90.11,-90.12,-99.75,-116.11,-7.35,-27.72,-82.38,-72.65,-49.52,-74.73,-135.08,-38.24,-50.07,31.27,125.07,3132.54
2371,-49.48,-31.98,-30.96,-48.08,-33.26,-69.19,-41.19,-80.6,-30.65,-20.11,-54.34,-33.61,0.28,-20.11,-84.8,6.52,1.77,43.02,51.48,1508.83
2372,-5.08,31.15,33.12,15.25,27.67,-2.07,34.13,-32.07,44.27,55.87,14.73,7.68,64.54,41.67,-25.76,63.79,63.11,-186.04,-258.57,-3741.99
2373,-76.4,-46.55,-57.99,-64.65,-69.53,-67.41,-66.27,-94.23,23.42,3.16,-53.04,-58.4,-20.72,-48.13,-107.61,-14.64,-24.43,-56.48,12.86,1147.64
2374,-74.47,-55.08,-60.66,-74.39,-67.73,-87.08,-64.48,-97.44,-34.25,-34.14,-73.35,-56.38,-29.27,-47.12,-107.58,-18.05,-24.57,94.9,158.51,3356.98
2375,21.13,51.4,53.23,32.9,54.23,24.64,28.95,-15.81,44.72,62.82,27.75,33.9,83.51,62.65,-4.31,83.35,87.47,-99.05,-184.66,-2869.13
2376,-48.42,-17.45,-23.1,-31.77,-29.54,-26.96,-19.11,-72.51,41.05,29.0,-25.23,-35.55,11.18,-18.68,-81.95,9.04,4.22,-146.28,-129.0,-1224.26
2377,-70.6,-57.51,-64.9,-74.34,-67.78,-76.29,-80.82,-99.36,-9.78,-23.49,-69.82,-55.12,-31.78,-54.11,-112.64,-23.8,-34.82,105.4,202.88,4007.03
