I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.063,0.142,0.078,-0.102,-0.01,0.107,-0.473,-0.303,-0.01,0.405,0.171,2.952
0.063,0.146,0.083,-0.102,-0.01,0.112,-0.468,-0.303,-0.005,0.4,0.171,2.933
0.068,0.151,0.083,-0.107,-0.01,0.117,-0.468,-0.303,0.0,0.39,0.181,2.904
0.078,0.151,0.073,-0.112,0.0,0.112,-0.454,-0.288,-0.005,0.381,0.176,2.894
0.073,0.146,0.073,-0.107,0.0,0.107,-0.449,-0.278,0.005,0.381,0.161,2.889
0.073,0.137,0.063,-0.102,0.005,0.098,-0.444,-0.273,0.01,0.376,0.151,2.874
0.073,0.132,0.059,-0.102,0.005,0.093,-0.439,-0.268,0.01,0.371,0.142,2.855
0.073,0.146,0.073,-0.107,0.0,0.107,-0.429,-0.249,0.024,0.376,0.151,2.83
0.073,0.146,0.073,-0.107,0.0,0.107,-0.425,-0.239,0.029,0.371,0.156,2.811
0.073,0.151,0.078,-0.112,-0.005,0.112,-0.439,-0.239,0.02,0.356,0.156,2.801
0.073,0.156,0.083,-0.112,-0.005,0.117,-0.434,-0.22,0.039,0.356,0.156,2.791
0.073,0.132,0.059,-0.102,0.005,0.093,-0.42,-0.224,0.029,0.356,0.142,2.762
0.073,0.127,0.054,-0.098,0.01,0.088,-0.42,-0.224,0.024,0.342,0.137,2.743
0.068,0.122,0.054,-0.093,0.005,0.088,-0.415,-0.224,0.024,0.332,0.117,2.728
0.059,0.112,0.054,-0.083,0.0,0.083,-0.405,-0.215,0.024,0.332,0.112,2.713
0.059,0.112,0.054,-0.083,0.0,0.083,-0.39,-0.205,0.039,0.307,0.107,2.684
0.078,0.117,0.039,-0.098,0.02,0.078,-0.386,-0.195,0.044,0.298,0.102,2.674
0.068,0.117,0.049,-0.093,0.01,0.083,-0.381,-0.171,0.049,0.298,0.102,2.664
0.068,0.117,0.049,-0.093,0.01,0.083,-0.376,-0.146,0.059,0.283,0.088,2.655
0.063,0.107,0.044,-0.083,0.01,0.073,-0.371,-0.151,0.054,0.259,0.068,2.625
0.049,0.093,0.044,-0.068,0.0,0.068,-0.356,-0.146,0.063,0.254,0.063,2.606
0.029,0.078,0.049,-0.054,-0.01,0.063,-0.346,-0.137,0.063,0.244,0.054,2.582
0.024,0.068,0.044,-0.044,-0.01,0.054,-0.342,-0.117,0.059,0.229,0.044,2.552
0.044,0.078,0.034,-0.059,0.005,0.054,-0.322,-0.112,0.063,0.21,0.029,2.528
0.054,0.078,0.024,-0.063,0.015,0.049,-0.303,-0.098,0.073,0.205,0.024,2.503
0.068,0.088,0.02,-0.078,0.024,0.054,-0.298,-0.088,0.083,0.195,0.015,2.479
0.078,0.088,0.01,-0.083,0.034,0.049,-0.293,-0.083,0.093,0.181,0.005,2.45
0.054,0.059,0.005,-0.054,0.024,0.029,-0.288,-0.073,0.088,0.181,-0.015,2.42
0.034,0.054,0.02,-0.044,0.005,0.034,-0.283,-0.063,0.093,0.161,-0.02,2.401
0.024,0.054,0.029,-0.039,-0.005,0.039,-0.268,-0.059,0.088,0.142,-0.039,2.381
0.015,0.049,0.034,-0.029,-0.01,0.039,-0.259,-0.059,0.088,0.132,-0.049,2.352
0.024,0.034,0.01,-0.029,0.005,0.02,-0.254,-0.054,0.083,0.122,-0.059,2.328
0.02,0.024,0.005,-0.02,0.005,0.015,-0.239,-0.044,0.083,0.122,-0.068,2.313
0.015,0.024,0.01,-0.02,0.0,0.015,-0.229,-0.029,0.083,0.102,-0.078,2.298
0.015,0.015,0.0,-0.015,0.005,0.005,-0.215,-0.02,0.093,0.093,-0.083,2.284
0.005,0.015,0.01,-0.01,-0.005,0.01,-0.195,-0.015,0.083,0.083,-0.093,2.264
0.005,0.015,0.01,-0.01,-0.005,0.01,-0.176,0.0,0.083,0.073,-0.098,2.255
0.005,0.01,0.005,-0.005,0.0,0.005,-0.166,0.0,0.083,0.073,-0.102,2.23
0.0,0.0,0.0,0.0,0.0,0.0,-0.166,0.005,0.083,0.068,-0.117,2.201
0.01,0.0,-0.01,-0.005,0.01,-0.005,-0.156,0.015,0.088,0.059,-0.122,2.176
0.01,-0.005,-0.015,0.0,0.01,-0.01,-0.151,0.029,0.098,0.054,-0.122,2.167
0.015,-0.005,-0.02,-0.005,0.015,-0.015,-0.127,0.044,0.088,0.054,-0.122,2.162
0.02,-0.005,-0.024,-0.005,0.02,-0.015,-0.127,0.044,0.083,0.049,-0.127,2.157
0.01,-0.005,-0.015,0.0,0.01,-0.01,-0.122,0.029,0.059,0.02,-0.151,2.137
0.0,-0.02,-0.02,0.01,0.01,-0.02,-0.112,0.024,0.054,0.005,-0.161,2.118
0.0,-0.02,-0.02,0.01,0.01,-0.02,-0.107,0.02,0.049,-0.005,-0.171,2.094
0.0,-0.01,-0.01,0.005,0.005,-0.01,-0.102,0.015,0.049,-0.015,-0.181,2.074
-0.01,-0.034,-0.024,0.024,0.005,-0.029,-0.098,0.029,0.049,-0.01,-0.176,2.064
-0.01,-0.034,-0.024,0.024,0.005,-0.029,-0.088,0.024,0.049,-0.005,-0.171,2.045
-0.02,-0.034,-0.015,0.029,-0.005,-0.024,-0.088,0.02,0.049,0.0,-0.171,2.03
-0.02,-0.034,-0.015,0.029,-0.005,-0.024,-0.083,0.034,0.044,0.005,-0.171,2.015
-0.029,-0.049,-0.02,0.039,-0.005,-0.034,-0.083,0.029,0.034,-0.015,-0.185,1.991
-0.024,-0.054,-0.029,0.039,0.0,-0.044,-0.083,0.02,0.015,-0.024,-0.19,1.976
-0.024,-0.059,-0.034,0.044,0.005,-0.049,-0.083,0.015,0.01,-0.029,-0.195,1.976
-0.029,-0.073,-0.044,0.054,0.005,-0.059,-0.083,0.01,0.01,-0.034,-0.195,1.962
-0.015,-0.024,-0.01,0.02,-0.005,-0.02,-0.073,0.015,0.01,-0.034,-0.185,1.928
-0.015,-0.005,0.01,0.01,-0.015,0.0,-0.073,0.005,0.005,-0.034,-0.19,1.918
0.0,-0.01,-0.01,0.005,0.005,-0.01,-0.068,0.02,0.01,-0.029,-0.185,1.913
-0.01,-0.015,-0.005,0.015,-0.005,-0.01,-0.059,0.02,0.01,-0.02,-0.195,1.893
-0.01,-0.02,-0.01,0.015,0.0,-0.015,-0.059,0.02,0.01,-0.02,-0.195,1.884
-0.01,-0.024,-0.015,0.02,0.0,-0.02,-0.059,0.02,0.01,-0.02,-0.195,1.874
-0.01,-0.029,-0.02,0.02,0.005,-0.024,-0.059,0.02,0.01,-0.02,-0.195,1.864
-0.024,-0.044,-0.02,0.034,-0.005,-0.034,-0.044,0.029,0.01,-0.024,-0.205,1.84
-0.039,-0.059,-0.02,0.049,-0.01,-0.039,-0.039,0.029,0.015,-0.024,-0.2,1.83
-0.034,-0.049,-0.015,0.044,-0.01,-0.034,-0.044,0.029,0.015,-0.029,-0.2,1.82
-0.034,-0.039,-0.005,0.039,-0.015,-0.024,-0.044,0.02,0.005,-0.044,-0.2,1.806
-0.034,-0.044,-0.01,0.039,-0.015,-0.029,-0.029,0.034,0.01,-0.039,-0.205,1.791
-0.034,-0.034,0.0,0.034,-0.02,-0.02,-0.029,0.029,0.015,-0.039,-0.205,1.781
-0.034,-0.024,0.01,0.029,-0.024,-0.01,-0.024,0.034,0.02,-0.034,-0.205,1.771
-0.029,-0.034,-0.005,0.034,-0.015,-0.02,-0.02,0.039,0.024,-0.024,-0.205,1.762
-0.01,-0.02,-0.01,0.015,0.0,-0.015,-0.01,0.049,0.039,-0.029,-0.2,1.742
-0.015,-0.02,-0.005,0.02,-0.005,-0.015,-0.005,0.059,0.039,-0.024,-0.195,1.737
-0.005,-0.015,-0.01,0.01,0.0,-0.015,0.02,0.068,0.044,-0.02,-0.185,1.732
0.005,-0.01,-0.015,0.005,0.01,-0.015,0.034,0.083,0.049,-0.015,-0.171,1.732
0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.083,0.054,-0.02,-0.171,1.723
-0.005,0.0,0.005,0.005,-0.005,0.0,0.044,0.083,0.054,-0.02,-0.176,1.713
-0.01,0.0,0.01,0.005,-0.01,0.005,0.049,0.083,0.054,-0.02,-0.176,1.703
-0.01,0.0,0.01,0.005,-0.01,0.005,0.044,0.083,0.049,-0.02,-0.185,1.693
-0.024,-0.005,0.02,0.015,-0.024,0.005,0.034,0.068,0.049,-0.02,-0.195,1.664
-0.034,-0.02,0.015,0.029,-0.024,-0.005,0.024,0.063,0.049,-0.02,-0.195,1.664
-0.039,-0.015,0.024,0.029,-0.034,0.005,0.029,0.063,0.049,-0.02,-0.19,1.654
-0.039,-0.01,0.029,0.024,-0.034,0.01,0.02,0.059,0.049,-0.02,-0.19,1.645
-0.024,0.015,0.039,0.005,-0.034,0.024,0.0,0.034,0.044,-0.02,-0.185,1.64
-0.01,0.029,0.039,-0.01,-0.024,0.034,-0.029,0.02,0.039,-0.02,-0.181,1.635
0.01,0.044,0.034,-0.024,-0.015,0.039,-0.063,0.005,0.029,-0.024,-0.181,1.625
0.024,0.059,0.034,-0.039,-0.005,0.044,-0.093,-0.01,0.024,-0.024,-0.176,1.62
0.005,0.063,0.059,-0.034,-0.029,0.059,-0.127,-0.034,0.02,-0.01,-0.171,1.606
0.0,0.063,0.063,-0.029,-0.034,0.063,-0.151,-0.049,0.02,-0.01,-0.171,1.601
-0.005,0.063,0.068,-0.029,-0.039,0.063,-0.171,-0.063,0.015,-0.01,-0.171,1.586
-0.01,0.063,0.073,-0.024,-0.044,0.068,-0.195,-0.073,0.005,-0.005,-0.166,1.591
0.0,0.063,0.063,-0.029,-0.034,0.063,-0.22,-0.078,0.0,-0.005,-0.156,1.581
0.0,0.063,0.063,-0.029,-0.034,0.063,-0.229,-0.088,-0.015,-0.015,-0.161,1.566
-0.005,0.054,0.059,-0.024,-0.034,0.054,-0.239,-0.093,-0.02,-0.015,-0.161,1.557
-0.005,0.054,0.059,-0.024,-0.034,0.054,-0.249,-0.093,-0.02,-0.015,-0.161,1.552
0.015,0.068,0.054,-0.039,-0.02,0.059,-0.254,-0.102,-0.02,-0.005,-0.161,1.537
0.015,0.073,0.059,-0.044,-0.024,0.063,-0.259,-0.102,-0.02,0.0,-0.151,1.532
0.01,0.078,0.068,-0.044,-0.029,0.073,-0.259,-0.102,-0.01,0.0,-0.151,1.527
0.01,0.083,0.073,-0.044,-0.034,0.078,-0.264,-0.102,-0.02,-0.005,-0.161,1.518
0.005,0.063,0.059,-0.034,-0.029,0.059,-0.249,-0.102,-0.029,-0.02,-0.161,1.498
-0.005,0.049,0.054,-0.02,-0.029,0.049,-0.244,-0.088,-0.024,-0.02,-0.156,1.493
-0.01,0.039,0.049,-0.015,-0.029,0.044,-0.239,-0.088,-0.02,-0.02,-0.156,1.484
-0.005,0.044,0.049,-0.02,-0.029,0.044,-0.239,-0.088,-0.02,-0.024,-0.156,1.474
-0.005,0.02,0.024,-0.005,-0.015,0.02,-0.234,-0.083,-0.034,-0.02,-0.171,1.459
-0.01,0.01,0.02,0.0,-0.015,0.015,-0.229,-0.083,-0.034,-0.024,-0.171,1.449
0.005,0.024,0.02,-0.015,-0.01,0.02,-0.22,-0.083,-0.034,-0.024,-0.171,1.444
0.015,0.024,0.01,-0.02,0.0,0.015,-0.215,-0.083,-0.034,-0.024,-0.176,1.44
0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.073,-0.034,-0.034,-0.166,1.43
-0.015,-0.005,0.01,0.01,-0.015,0.0,-0.2,-0.078,-0.039,-0.034,-0.166,1.42
-0.01,-0.005,0.005,0.01,-0.01,0.0,-0.2,-0.078,-0.039,-0.029,-0.166,1.41
0.0,-0.01,-0.01,0.005,0.005,-0.01,-0.195,-0.073,-0.029,-0.029,-0.166,1.401
-0.02,-0.015,0.005,0.02,-0.015,-0.005,-0.185,-0.083,-0.039,-0.039,-0.176,1.381
-0.02,-0.029,-0.01,0.024,-0.005,-0.02,-0.185,-0.083,-0.049,-0.039,-0.176,1.371
-0.024,-0.039,-0.015,0.034,-0.005,-0.029,-0.181,-0.083,-0.049,-0.039,-0.176,1.362
-0.024,-0.044,-0.02,0.034,-0.005,-0.034,-0.181,-0.083,-0.044,-0.039,-0.176,1.352
-0.015,-0.02,-0.005,0.02,-0.005,-0.015,-0.181,-0.078,-0.044,-0.049,-0.176,1.342
-0.005,-0.024,-0.02,0.015,0.005,-0.024,-0.181,-0.078,-0.044,-0.049,-0.176,1.337
0.01,-0.02,-0.029,0.005,0.02,-0.024,-0.181,-0.078,-0.044,-0.049,-0.176,1.332
0.02,-0.01,-0.029,-0.005,0.024,-0.02,-0.181,-0.078,-0.044,-0.049,-0.176,1.327
0.01,-0.02,-0.029,0.005,0.02,-0.024,-0.176,-0.068,-0.044,-0.039,-0.166,1.313
0.005,-0.029,-0.034,0.015,0.02,-0.034,-0.171,-0.068,-0.044,-0.039,-0.166,1.303
0.005,-0.029,-0.034,0.015,0.02,-0.034,-0.166,-0.073,-0.054,-0.049,-0.166,1.293
0.005,-0.024,-0.029,0.01,0.015,-0.029,-0.156,-0.073,-0.054,-0.049,-0.181,1.288
0.015,-0.024,-0.039,0.005,0.024,-0.034,-0.151,-0.078,-0.068,-0.063,-0.19,1.259
0.0,-0.044,-0.044,0.024,0.02,-0.044,-0.151,-0.078,-0.068,-0.063,-0.2,1.249
-0.039,-0.073,-0.034,0.059,-0.005,-0.054,-0.151,-0.078,-0.059,-0.068,-0.205,1.235
-0.049,-0.083,-0.034,0.068,-0.01,-0.059,-0.146,-0.078,-0.059,-0.078,-0.22,1.225
-0.005,-0.044,-0.039,0.024,0.015,-0.044,-0.122,-0.054,-0.044,-0.083,-0.22,1.215
0.024,-0.024,-0.049,0.0,0.034,-0.039,-0.093,-0.015,-0.015,-0.088,-0.229,1.215
-0.015,-0.024,-0.01,0.02,-0.005,-0.02,-0.078,-0.005,-0.024,-0.098,-0.244,1.186
-0.024,0.005,0.029,0.01,-0.029,0.015,-0.088,-0.024,-0.059,-0.083,-0.254,1.157
0.039,0.049,0.01,-0.044,0.015,0.029,-0.083,-0.024,-0.039,0.024,-0.195,1.186
0.054,0.015,-0.039,-0.034,0.044,-0.015,-0.063,-0.015,0.02,0.185,-0.102,1.215
-0.029,-0.078,-0.049,0.054,0.01,-0.063,-0.078,-0.01,0.054,0.332,-0.02,1.23
-0.049,-0.127,-0.078,0.088,0.015,-0.102,-0.088,0.005,0.098,0.473,0.088,1.264
0.02,-0.088,-0.107,0.034,0.063,-0.098,-0.059,0.068,0.185,0.659,0.239,1.342
0.059,-0.044,-0.102,-0.005,0.078,-0.073,-0.039,0.132,0.303,0.839,0.366,1.415
0.044,-0.024,-0.068,-0.01,0.054,-0.049,-0.039,0.166,0.395,0.947,0.444,1.459
0.059,0.015,-0.044,-0.034,0.049,-0.015,-0.049,0.19,0.459,1.035,0.532,1.518
0.078,0.068,-0.01,-0.073,0.044,0.029,-0.059,0.215,0.547,1.142,0.634,1.586
0.083,0.117,0.034,-0.098,0.024,0.073,-0.049,0.283,0.654,1.225,0.698,1.625
0.088,0.161,0.073,-0.122,0.005,0.117,0.01,0.386,0.771,1.23,0.693,1.64
0.073,0.181,0.107,-0.127,-0.02,0.142,0.073,0.464,0.83,1.098,0.576,1.596
0.029,0.185,0.156,-0.107,-0.063,0.171,0.132,0.517,0.786,0.781,0.307,1.459
-0.044,0.151,0.195,-0.054,-0.122,0.171,0.21,0.537,0.664,0.322,-0.073,1.244
-0.132,0.098,0.229,0.02,-0.181,0.161,0.317,0.556,0.522,-0.195,-0.464,1.015
-0.185,0.059,0.244,0.063,-0.215,0.151,0.415,0.581,0.371,-0.659,-0.786,0.815
-0.215,-0.044,0.171,0.132,-0.195,0.063,0.459,0.581,0.254,-0.981,-1.0,0.664
-0.249,-0.161,0.088,0.205,-0.171,-0.039,0.488,0.561,0.185,-1.137,-1.078,0.586
-0.249,-0.176,0.073,0.215,-0.161,-0.054,0.508,0.551,0.181,-1.083,-1.044,0.566
-0.22,-0.166,0.054,0.195,-0.137,-0.059,0.508,0.551,0.229,-0.893,-0.932,0.581
-0.22,-0.234,-0.015,0.229,-0.102,-0.127,0.503,0.542,0.249,-0.752,-0.844,0.615
-0.224,-0.273,-0.049,0.249,-0.088,-0.161,0.483,0.547,0.229,-0.717,-0.8,0.625
-0.195,-0.234,-0.039,0.215,-0.078,-0.137,0.473,0.561,0.229,-0.654,-0.752,0.654
-0.166,-0.205,-0.039,0.185,-0.063,-0.122,0.493,0.62,0.288,-0.547,-0.683,0.688
-0.171,-0.22,-0.049,0.195,-0.063,-0.137,0.508,0.654,0.337,-0.478,-0.634,0.717
-0.166,-0.21,-0.044,0.19,-0.063,-0.127,0.508,0.678,0.288,-0.483,-0.63,0.717
-0.161,-0.22,-0.059,0.19,-0.054,-0.142,0.527,0.698,0.22,-0.503,-0.62,0.712
-0.132,-0.229,-0.098,0.181,-0.02,-0.166,0.586,0.761,0.22,-0.478,-0.6,0.712
-0.112,-0.2,-0.088,0.156,-0.015,-0.146,0.664,0.844,0.21,-0.464,-0.581,0.717
-0.127,-0.19,-0.063,0.161,-0.034,-0.127,0.732,0.903,0.146,-0.488,-0.581,0.708
-0.166,-0.249,-0.083,0.21,-0.044,-0.166,0.776,0.952,0.093,-0.498,-0.581,0.688
-0.176,-0.264,-0.088,0.22,-0.044,-0.176,0.82,0.971,0.034,-0.508,-0.571,0.693
-0.127,-0.215,-0.088,0.171,-0.02,-0.151,0.864,0.961,-0.034,-0.503,-0.556,0.703
-0.137,-0.215,-0.078,0.176,-0.029,-0.146,0.878,0.937,-0.088,-0.493,-0.537,0.717
-0.176,-0.264,-0.088,0.22,-0.044,-0.176,0.908,0.908,-0.137,-0.473,-0.517,0.717
-0.161,-0.254,-0.093,0.21,-0.034,-0.176,0.947,0.898,-0.166,-0.459,-0.508,0.717
-0.146,-0.224,-0.078,0.185,-0.034,-0.151,0.996,0.927,-0.166,-0.429,-0.498,0.727
-0.181,-0.239,-0.059,0.21,-0.063,-0.151,1.054,0.937,-0.146,-0.405,-0.468,0.737
-0.181,-0.22,-0.039,0.2,-0.073,-0.132,1.074,0.883,-0.176,-0.39,-0.473,0.732
-0.137,-0.185,-0.049,0.161,-0.044,-0.117,1.088,0.83,-0.19,-0.39,-0.464,0.727
-0.146,-0.176,-0.029,0.161,-0.059,-0.102,1.113,0.815,-0.171,-0.361,-0.434,0.737
-0.166,-0.176,-0.01,0.171,-0.078,-0.093,1.132,0.786,-0.151,-0.342,-0.42,0.742
-0.127,-0.146,-0.02,0.137,-0.054,-0.083,1.137,0.727,-0.166,-0.351,-0.429,0.727
-0.102,-0.142,-0.039,0.122,-0.034,-0.093,1.098,0.62,-0.171,-0.342,-0.42,0.732
-0.122,-0.142,-0.02,0.132,-0.054,-0.083,0.981,0.473,-0.19,-0.322,-0.386,0.756
-0.122,-0.122,0.0,0.122,-0.063,-0.063,0.776,0.288,-0.22,-0.298,-0.371,0.771
-0.122,-0.088,0.034,0.107,-0.078,-0.029,0.59,0.093,-0.229,-0.264,-0.356,0.781
-0.117,-0.078,0.039,0.098,-0.078,-0.02,0.439,-0.044,-0.229,-0.234,-0.312,0.8
-0.102,-0.068,0.034,0.088,-0.068,-0.02,0.322,-0.127,-0.234,-0.205,-0.293,0.81
-0.083,-0.059,0.024,0.073,-0.054,-0.02,0.2,-0.151,-0.244,-0.2,-0.283,0.805
-0.093,-0.078,0.015,0.088,-0.054,-0.034,0.102,-0.161,-0.244,-0.171,-0.268,0.81
-0.093,-0.083,0.01,0.088,-0.054,-0.039,0.005,-0.171,-0.234,-0.156,-0.254,0.82
-0.044,-0.044,0.0,0.044,-0.024,-0.024,-0.088,-0.181,-0.22,-0.142,-0.239,0.82
-0.024,-0.015,0.01,0.02,-0.02,-0.005,-0.146,-0.176,-0.19,-0.122,-0.215,0.839
-0.039,-0.01,0.029,0.024,-0.034,0.01,-0.185,-0.185,-0.176,-0.102,-0.21,0.834
-0.034,-0.005,0.029,0.02,-0.034,0.01,-0.205,-0.195,-0.166,-0.098,-0.2,0.839
-0.02,-0.005,0.015,0.015,-0.02,0.005,-0.21,-0.205,-0.161,-0.088,-0.19,0.844
-0.015,0.005,0.02,0.005,-0.02,0.01,-0.234,-0.21,-0.176,-0.083,-0.185,0.849
-0.034,-0.015,0.02,0.024,-0.029,0.0,-0.244,-0.22,-0.176,-0.083,-0.185,0.844
-0.039,-0.02,0.02,0.029,-0.029,0.0,-0.254,-0.224,-0.176,-0.078,-0.176,0.839
-0.039,-0.02,0.02,0.029,-0.029,0.0,-0.259,-0.224,-0.171,-0.068,-0.171,0.839
-0.044,-0.015,0.029,0.029,-0.039,0.005,-0.264,-0.224,-0.171,-0.068,-0.171,0.834
-0.034,-0.015,0.02,0.024,-0.029,0.0,-0.273,-0.224,-0.161,-0.054,-0.166,0.834
-0.02,-0.005,0.015,0.015,-0.02,0.005,-0.278,-0.234,-0.161,-0.054,-0.161,0.825
0.0,0.005,0.005,0.0,-0.005,0.005,-0.283,-0.234,-0.161,-0.054,-0.156,0.82
0.015,0.015,0.0,-0.015,0.005,0.005,-0.283,-0.239,-0.166,-0.054,-0.151,0.82
-0.01,0.0,0.01,0.005,-0.01,0.005,-0.278,-0.229,-0.161,-0.049,-0.142,0.82
-0.005,0.0,0.005,0.005,-0.005,0.0,-0.283,-0.239,-0.166,-0.039,-0.142,0.82
-0.01,0.0,0.01,0.005,-0.01,0.005,-0.283,-0.239,-0.166,-0.034,-0.137,0.82
-0.02,-0.01,0.01,0.015,-0.015,0.0,-0.288,-0.239,-0.166,-0.024,-0.132,0.815
-0.015,-0.01,0.005,0.015,-0.01,-0.005,-0.283,-0.229,-0.161,-0.015,-0.122,0.81
0.005,0.005,0.0,-0.005,0.0,0.0,-0.273,-0.22,-0.156,-0.01,-0.117,0.805
0.01,0.005,-0.005,-0.005,0.005,0.0,-0.254,-0.21,-0.146,0.0,-0.112,0.81
0.005,0.005,0.0,-0.005,0.0,0.0,-0.244,-0.205,-0.137,0.0,-0.112,0.805
0.029,0.024,-0.005,-0.024,0.015,0.01,-0.244,-0.205,-0.127,0.0,-0.112,0.8
0.034,0.024,-0.01,-0.029,0.02,0.005,-0.244,-0.2,-0.127,0.0,-0.112,0.8
0.039,0.015,-0.024,-0.024,0.029,-0.005,-0.244,-0.2,-0.127,0.01,-0.098,0.795
0.044,0.015,-0.029,-0.029,0.034,-0.01,-0.249,-0.205,-0.127,0.01,-0.093,0.791
0.039,0.02,-0.02,-0.029,0.029,0.0,-0.239,-0.195,-0.127,0.015,-0.093,0.781
0.024,-0.01,-0.034,-0.005,0.029,-0.024,-0.239,-0.195,-0.127,0.02,-0.088,0.791
0.029,-0.005,-0.034,-0.01,0.029,-0.02,-0.244,-0.205,-0.142,0.02,-0.088,0.791
0.024,-0.015,-0.039,-0.005,0.029,-0.029,-0.249,-0.21,-0.151,0.02,-0.088,0.786
0.024,-0.029,-0.054,0.005,0.039,-0.044,-0.244,-0.2,-0.142,0.02,-0.083,0.771
0.029,-0.029,-0.059,0.0,0.044,-0.044,-0.239,-0.195,-0.137,0.024,-0.073,0.771
0.034,-0.024,-0.059,-0.005,0.044,-0.044,-0.234,-0.195,-0.137,0.029,-0.073,0.771
0.034,-0.029,-0.063,0.0,0.049,-0.049,-0.229,-0.19,-0.137,0.039,-0.068,0.771
0.024,-0.029,-0.054,0.005,0.039,-0.044,-0.205,-0.19,-0.137,0.049,-0.063,0.756
0.034,-0.024,-0.059,-0.005,0.044,-0.044,-0.2,-0.19,-0.137,0.059,-0.059,0.761
0.02,-0.024,-0.044,0.005,0.029,-0.034,-0.215,-0.195,-0.137,0.068,-0.059,0.761
0.02,-0.034,-0.054,0.01,0.034,-0.044,-0.215,-0.195,-0.132,0.083,-0.044,0.766
0.034,-0.029,-0.063,0.0,0.049,-0.049,-0.205,-0.181,-0.122,0.093,-0.029,0.761
0.049,-0.01,-0.059,-0.02,0.054,-0.034,-0.19,-0.166,-0.117,0.093,-0.02,0.761
0.049,-0.015,-0.063,-0.015,0.054,-0.039,-0.181,-0.161,-0.112,0.093,-0.015,0.752
0.034,-0.039,-0.073,0.005,0.054,-0.059,-0.161,-0.156,-0.107,0.093,-0.015,0.752
0.02,-0.024,-0.044,0.005,0.029,-0.034,-0.166,-0.166,-0.102,0.098,-0.01,0.752
0.024,-0.029,-0.054,0.005,0.039,-0.044,-0.156,-0.166,-0.098,0.112,0.005,0.761
0.02,-0.039,-0.059,0.01,0.039,-0.049,-0.156,-0.171,-0.098,0.122,0.005,0.761
0.02,-0.049,-0.068,0.015,0.044,-0.059,-0.166,-0.176,-0.102,0.122,0.0,0.761
0.029,-0.044,-0.073,0.01,0.049,-0.059,-0.161,-0.166,-0.102,0.132,0.01,0.756
0.024,-0.044,-0.068,0.01,0.044,-0.059,-0.156,-0.166,-0.102,0.132,0.02,0.756
0.024,-0.054,-0.078,0.015,0.049,-0.068,-0.151,-0.166,-0.098,0.161,0.029,0.756
0.034,-0.024,-0.059,-0.005,0.044,-0.044,-0.146,-0.166,-0.098,0.161,0.034,0.761
0.039,-0.034,-0.073,0.0,0.054,-0.054,-0.146,-0.151,-0.083,0.171,0.049,0.766
0.034,-0.029,-0.063,0.0,0.049,-0.049,-0.142,-0.151,-0.083,0.185,0.054,0.771
0.039,-0.02,-0.059,-0.01,0.049,-0.039,-0.137,-0.151,-0.083,0.19,0.059,0.766
0.049,-0.015,-0.063,-0.015,0.054,-0.039,-0.127,-0.156,-0.083,0.205,0.068,0.766
0.044,-0.015,-0.059,-0.015,0.049,-0.039,-0.122,-0.146,-0.068,0.215,0.063,0.766
0.044,-0.01,-0.054,-0.015,0.049,-0.034,-0.122,-0.146,-0.068,0.224,0.083,0.761
0.049,0.0,-0.049,-0.024,0.049,-0.024,-0.122,-0.151,-0.063,0.234,0.088,0.761
0.044,0.0,-0.044,-0.02,0.044,-0.024,-0.117,-0.156,-0.063,0.239,0.093,0.756
0.044,0.005,-0.039,-0.024,0.039,-0.02,-0.127,-0.166,-0.068,0.249,0.102,0.756
0.049,0.01,-0.039,-0.029,0.044,-0.015,-0.127,-0.166,-0.068,0.264,0.112,0.771
0.059,0.01,-0.049,-0.034,0.054,-0.02,-0.146,-0.166,-0.068,0.273,0.117,0.776
0.063,0.015,-0.049,-0.039,0.054,-0.02,-0.151,-0.171,-0.059,0.273,0.127,0.776
0.078,0.039,-0.039,-0.059,0.059,0.0,-0.176,-0.195,-0.063,0.288,0.146,0.776
0.078,0.044,-0.034,-0.059,0.054,0.005,-0.195,-0.205,-0.068,0.298,0.156,0.781
0.059,0.034,-0.024,-0.044,0.039,0.005,-0.21,-0.224,-0.073,0.307,0.161,0.781
0.068,0.049,-0.02,-0.059,0.044,0.015,-0.234,-0.244,-0.078,0.307,0.166,0.771
0.073,0.068,-0.005,-0.068,0.039,0.029,-0.259,-0.264,-0.088,0.303,0.171,0.776
0.073,0.078,0.005,-0.073,0.034,0.039,-0.268,-0.273,-0.088,0.312,0.181,0.781
0.073,0.088,0.015,-0.078,0.029,0.049,-0.283,-0.283,-0.093,0.317,0.185,0.786
0.073,0.102,0.029,-0.088,0.02,0.063,-0.298,-0.293,-0.093,0.322,0.19,0.791
0.073,0.112,0.039,-0.093,0.015,0.073,-0.312,-0.303,-0.102,0.327,0.205,0.795
0.078,0.122,0.044,-0.098,0.015,0.083,-0.322,-0.312,-0.098,0.342,0.215,0.795
0.083,0.137,0.054,-0.107,0.015,0.093,-0.327,-0.332,-0.098,0.342,0.215,0.795
0.083,0.122,0.039,-0.102,0.02,0.078,-0.332,-0.351,-0.098,0.342,0.215,0.795
0.073,0.122,0.049,-0.098,0.01,0.083,-0.346,-0.361,-0.107,0.337,0.22,0.786
