I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.059,-0.078,-0.02,0.068,-0.02,-0.049,0.0,-0.063,-0.068,-0.073,-0.034,-0.034
-0.059,-0.088,-0.029,0.073,-0.015,-0.059,0.0,-0.063,-0.068,-0.073,-0.034,-0.034
-0.059,-0.078,-0.02,0.068,-0.02,-0.049,0.0,-0.063,-0.068,-0.068,-0.029,-0.029
-0.059,-0.078,-0.02,0.068,-0.02,-0.049,0.0,-0.063,-0.068,-0.059,-0.024,-0.024
-0.059,-0.073,-0.015,0.068,-0.024,-0.044,0.01,-0.049,-0.054,-0.049,-0.029,-0.024
-0.044,-0.059,-0.015,0.054,-0.015,-0.039,0.02,-0.049,-0.054,-0.049,-0.029,-0.029
-0.044,-0.054,-0.01,0.049,-0.02,-0.034,0.01,-0.044,-0.054,-0.049,-0.029,-0.029
-0.049,-0.054,-0.005,0.054,-0.024,-0.029,0.01,-0.044,-0.054,-0.049,-0.024,-0.029
-0.044,-0.054,-0.01,0.049,-0.02,-0.034,0.01,-0.044,-0.044,-0.049,-0.024,-0.029
-0.044,-0.063,-0.02,0.054,-0.015,-0.044,0.01,-0.049,-0.044,-0.059,-0.029,-0.029
-0.063,-0.078,-0.015,0.073,-0.024,-0.049,0.01,-0.049,-0.044,-0.059,-0.029,-0.024
-0.044,-0.059,-0.015,0.054,-0.015,-0.039,0.01,-0.044,-0.039,-0.049,-0.024,-0.02
-0.034,-0.068,-0.034,0.054,0.0,-0.054,0.0,-0.054,-0.044,-0.059,-0.015,-0.01
-0.039,-0.073,-0.034,0.059,-0.005,-0.054,0.0,-0.054,-0.049,-0.059,-0.015,-0.01
-0.059,-0.078,-0.02,0.068,-0.02,-0.049,0.0,-0.059,-0.054,-0.059,-0.02,-0.01
-0.054,-0.083,-0.029,0.068,-0.015,-0.059,0.0,-0.059,-0.068,-0.063,-0.024,-0.02
-0.063,-0.068,-0.005,0.068,-0.029,-0.039,0.01,-0.039,-0.054,-0.063,-0.024,-0.029
-0.073,-0.088,-0.015,0.083,-0.029,-0.054,0.039,-0.005,-0.029,-0.059,-0.034,-0.029
-0.078,-0.088,-0.01,0.083,-0.034,-0.049,0.078,0.044,0.005,-0.049,-0.034,-0.039
-0.078,-0.039,0.039,0.059,-0.059,0.0,0.088,0.068,0.015,-0.054,-0.054,-0.059
-0.063,-0.005,0.059,0.034,-0.063,0.024,0.093,0.078,0.034,-0.02,-0.029,-0.049
-0.073,-0.039,0.034,0.059,-0.054,-0.005,0.083,0.068,0.068,0.02,-0.005,-0.024
-0.054,-0.029,0.024,0.044,-0.039,-0.005,0.063,0.078,0.093,0.059,0.015,-0.015
-0.015,0.034,0.049,-0.01,-0.034,0.039,0.063,0.088,0.137,0.117,0.063,0.01
-0.024,0.02,0.044,0.005,-0.034,0.029,0.029,0.073,0.181,0.2,0.117,0.068
-0.029,0.0,0.029,0.015,-0.029,0.015,-0.015,0.039,0.239,0.303,0.185,0.102
0.024,0.034,0.01,-0.029,0.005,0.02,-0.024,0.059,0.322,0.425,0.254,0.142
0.083,0.078,-0.005,-0.078,0.044,0.034,-0.015,0.112,0.454,0.576,0.346,0.195
0.146,0.132,-0.015,-0.137,0.078,0.059,-0.059,0.083,0.542,0.727,0.468,0.268
0.234,0.215,-0.02,-0.224,0.127,0.098,-0.176,-0.073,0.571,0.883,0.586,0.346
0.293,0.249,-0.044,-0.268,0.166,0.102,-0.337,-0.288,0.542,1.0,0.698,0.439
0.337,0.273,-0.063,-0.303,0.2,0.102,-0.478,-0.503,0.464,1.078,0.791,0.512
0.39,0.371,-0.02,-0.381,0.205,0.176,-0.571,-0.673,0.386,1.127,0.849,0.561
0.39,0.464,0.073,-0.425,0.156,0.268,-0.678,-0.81,0.298,1.142,0.874,0.59
0.376,0.488,0.112,-0.429,0.132,0.298,-0.781,-0.922,0.229,1.142,0.888,0.615
0.405,0.464,0.059,-0.434,0.171,0.259,-0.825,-0.956,0.185,1.093,0.834,0.59
0.361,0.312,-0.049,-0.337,0.205,0.132,-0.795,-0.937,0.122,0.917,0.678,0.464
0.264,0.083,-0.181,-0.171,0.22,-0.049,-0.771,-0.942,-0.005,0.654,0.444,0.307
0.2,-0.073,-0.273,-0.063,0.234,-0.176,-0.747,-0.956,-0.171,0.371,0.229,0.156
0.142,-0.176,-0.317,0.02,0.229,-0.249,-0.722,-0.961,-0.346,0.083,0.024,0.024
0.059,-0.317,-0.376,0.132,0.215,-0.346,-0.659,-0.913,-0.532,-0.229,-0.171,-0.098
0.024,-0.439,-0.464,0.21,0.244,-0.454,-0.581,-0.859,-0.698,-0.503,-0.312,-0.19
0.029,-0.468,-0.498,0.22,0.264,-0.483,-0.527,-0.791,-0.771,-0.634,-0.361,-0.234
-0.024,-0.449,-0.425,0.239,0.2,-0.439,-0.478,-0.703,-0.708,-0.595,-0.351,-0.234
-0.073,-0.425,-0.351,0.249,0.137,-0.39,-0.415,-0.605,-0.586,-0.498,-0.317,-0.215
-0.083,-0.386,-0.303,0.234,0.107,-0.346,-0.351,-0.508,-0.493,-0.429,-0.283,-0.195
-0.102,-0.356,-0.254,0.229,0.073,-0.307,-0.322,-0.459,-0.449,-0.386,-0.264,-0.19
-0.102,-0.312,-0.21,0.21,0.054,-0.264,-0.288,-0.41,-0.395,-0.332,-0.229,-0.161
-0.054,-0.234,-0.181,0.146,0.063,-0.21,-0.215,-0.342,-0.332,-0.268,-0.176,-0.122
-0.024,-0.181,-0.156,0.102,0.063,-0.171,-0.151,-0.273,-0.293,-0.244,-0.146,-0.112
-0.024,-0.166,-0.142,0.098,0.059,-0.156,-0.093,-0.21,-0.239,-0.22,-0.127,-0.107
-0.034,-0.151,-0.117,0.093,0.039,-0.137,-0.034,-0.142,-0.176,-0.176,-0.098,-0.083
-0.015,-0.127,-0.112,0.073,0.049,-0.122,0.0,-0.073,-0.112,-0.151,-0.088,-0.073
-0.024,-0.146,-0.122,0.088,0.049,-0.137,0.005,-0.039,-0.078,-0.127,-0.083,-0.068
-0.073,-0.176,-0.102,0.127,0.015,-0.142,0.02,-0.015,-0.054,-0.112,-0.078,-0.063
-0.073,-0.161,-0.088,0.117,0.005,-0.127,0.034,0.01,-0.034,-0.083,-0.068,-0.054
-0.034,-0.112,-0.078,0.073,0.02,-0.098,0.044,0.02,-0.024,-0.078,-0.068,-0.059
-0.015,-0.093,-0.078,0.054,0.029,-0.088,0.044,0.02,-0.034,-0.063,-0.054,-0.044
-0.034,-0.093,-0.059,0.063,0.01,-0.078,0.044,0.015,-0.034,-0.063,-0.034,-0.044
-0.049,-0.083,-0.034,0.068,-0.01,-0.059,0.034,0.005,-0.044,-0.068,-0.039,-0.039
-0.034,-0.054,-0.02,0.044,-0.01,-0.039,0.039,0.015,-0.034,-0.063,-0.024,-0.029
-0.039,-0.054,-0.015,0.049,-0.015,-0.034,0.049,0.024,-0.024,-0.068,-0.024,-0.029
-0.044,-0.068,-0.024,0.059,-0.01,-0.049,0.059,0.034,-0.015,-0.068,-0.024,-0.029
-0.059,-0.088,-0.029,0.073,-0.015,-0.059,0.059,0.049,0.0,-0.078,-0.029,-0.044
-0.073,-0.098,-0.024,0.088,-0.024,-0.063,0.054,0.044,0.0,-0.078,-0.044,-0.049
-0.073,-0.102,-0.029,0.088,-0.024,-0.068,0.054,0.039,0.0,-0.078,-0.049,-0.049
-0.068,-0.088,-0.02,0.078,-0.024,-0.054,0.049,0.034,0.0,-0.078,-0.054,-0.044
-0.059,-0.078,-0.02,0.068,-0.02,-0.049,0.054,0.029,-0.005,-0.073,-0.039,-0.044
-0.054,-0.068,-0.015,0.063,-0.02,-0.044,0.044,0.02,-0.015,-0.068,-0.034,-0.044
-0.044,-0.054,-0.01,0.049,-0.02,-0.034,0.034,0.024,-0.015,-0.063,-0.029,-0.044
-0.024,-0.034,-0.01,0.029,-0.01,-0.024,0.049,0.034,-0.01,-0.049,-0.024,-0.029
-0.034,-0.044,-0.01,0.039,-0.015,-0.029,0.054,0.049,-0.005,-0.054,-0.024,-0.024
-0.039,-0.049,-0.01,0.044,-0.015,-0.029,0.068,0.063,0.005,-0.049,-0.024,-0.024
-0.054,-0.073,-0.02,0.063,-0.02,-0.049,0.068,0.063,0.01,-0.063,-0.039,-0.029
-0.054,-0.083,-0.029,0.068,-0.015,-0.059,0.059,0.059,0.01,-0.073,-0.044,-0.034
-0.044,-0.078,-0.034,0.063,-0.005,-0.059,0.063,0.068,0.015,-0.063,-0.044,-0.034
-0.029,-0.068,-0.039,0.049,0.005,-0.054,0.049,0.068,0.024,-0.054,-0.039,-0.029
-0.02,-0.059,-0.039,0.039,0.01,-0.049,0.049,0.063,0.029,-0.044,-0.024,-0.024
-0.005,-0.054,-0.049,0.029,0.02,-0.054,0.039,0.054,0.02,-0.034,-0.02,-0.02
-0.01,-0.054,-0.044,0.034,0.015,-0.049,0.044,0.049,0.01,-0.044,-0.029,-0.02
-0.02,-0.044,-0.024,0.034,0.0,-0.034,0.049,0.059,0.01,-0.044,-0.015,-0.01
-0.029,-0.039,-0.01,0.034,-0.01,-0.024,0.059,0.063,0.01,-0.039,-0.015,-0.01
-0.039,-0.039,0.0,0.039,-0.02,-0.02,0.063,0.059,0.02,-0.039,-0.02,-0.01
-0.059,-0.073,-0.015,0.068,-0.024,-0.044,0.063,0.059,0.024,-0.044,-0.024,-0.005
-0.068,-0.078,-0.01,0.073,-0.029,-0.044,0.063,0.059,0.029,-0.049,-0.024,-0.005
-0.059,-0.078,-0.02,0.068,-0.02,-0.049,0.059,0.059,0.029,-0.054,-0.024,-0.005
-0.054,-0.078,-0.024,0.068,-0.015,-0.054,0.054,0.049,0.02,-0.059,-0.024,-0.015
-0.049,-0.068,-0.02,0.059,-0.015,-0.044,0.054,0.039,0.01,-0.049,-0.024,-0.015
-0.044,-0.054,-0.01,0.049,-0.02,-0.034,0.054,0.039,0.01,-0.049,-0.024,-0.015
-0.029,-0.034,-0.005,0.034,-0.015,-0.02,0.049,0.039,0.01,-0.049,-0.02,-0.01
-0.024,-0.024,0.0,0.024,-0.015,-0.015,0.049,0.049,0.01,-0.044,-0.02,-0.01
-0.029,-0.049,-0.02,0.039,-0.005,-0.034,0.063,0.054,0.015,-0.044,-0.01,0.0
-0.034,-0.049,-0.015,0.044,-0.01,-0.034,0.068,0.059,0.02,-0.044,-0.01,-0.005
-0.044,-0.049,-0.005,0.049,-0.02,-0.029,0.078,0.068,0.034,-0.044,-0.01,-0.005
-0.054,-0.049,0.005,0.054,-0.029,-0.024,0.093,0.073,0.044,-0.044,-0.015,0.0
-0.054,-0.068,-0.015,0.063,-0.02,-0.044,0.083,0.063,0.034,-0.054,-0.02,-0.005
-0.054,-0.068,-0.015,0.063,-0.02,-0.044,0.068,0.059,0.034,-0.054,-0.02,-0.015
-0.049,-0.068,-0.02,0.059,-0.015,-0.044,0.068,0.059,0.029,-0.054,-0.02,-0.02
-0.029,-0.049,-0.02,0.039,-0.005,-0.034,0.073,0.063,0.029,-0.049,-0.02,-0.024
-0.034,-0.049,-0.015,0.044,-0.01,-0.034,0.073,0.059,0.02,-0.049,-0.029,-0.024
-0.034,-0.049,-0.015,0.044,-0.01,-0.034,0.073,0.059,0.02,-0.049,-0.024,-0.02
-0.034,-0.034,0.0,0.034,-0.02,-0.02,0.078,0.068,0.029,-0.039,-0.015,-0.015
-0.034,-0.044,-0.01,0.039,-0.015,-0.029,0.078,0.068,0.034,-0.039,-0.015,-0.015
-0.059,-0.073,-0.015,0.068,-0.024,-0.044,0.083,0.068,0.044,-0.034,-0.01,-0.015
-0.059,-0.083,-0.024,0.073,-0.02,-0.054,0.088,0.073,0.044,-0.034,-0.01,-0.01
-0.054,-0.073,-0.02,0.063,-0.02,-0.049,0.093,0.078,0.054,-0.034,-0.01,-0.005
-0.049,-0.073,-0.024,0.063,-0.015,-0.049,0.098,0.083,0.044,-0.034,-0.01,0.0
-0.044,-0.063,-0.02,0.054,-0.015,-0.044,0.083,0.073,0.034,-0.039,-0.01,-0.024
-0.039,-0.059,-0.02,0.049,-0.01,-0.039,0.078,0.073,0.034,-0.034,-0.015,-0.02
-0.039,-0.049,-0.01,0.044,-0.015,-0.029,0.073,0.078,0.034,-0.039,-0.02,-0.024
-0.039,-0.049,-0.01,0.044,-0.015,-0.029,0.068,0.083,0.039,-0.044,-0.024,-0.029
-0.039,-0.054,-0.015,0.049,-0.015,-0.034,0.083,0.098,0.049,-0.034,-0.005,-0.015
-0.034,-0.049,-0.015,0.044,-0.01,-0.034,0.088,0.098,0.059,-0.024,0.0,-0.005
-0.005,-0.039,-0.034,0.024,0.015,-0.039,0.093,0.107,0.068,-0.005,0.01,0.0
0.0,-0.024,-0.024,0.015,0.01,-0.024,0.098,0.112,0.078,0.005,0.015,0.005
-0.015,-0.044,-0.029,0.029,0.005,-0.039,0.093,0.107,0.063,-0.01,0.0,-0.01
-0.024,-0.054,-0.029,0.039,0.0,-0.044,0.088,0.102,0.059,-0.02,-0.005,-0.02
-0.024,-0.063,-0.039,0.044,0.005,-0.054,0.083,0.093,0.054,-0.024,-0.01,-0.029
-0.034,-0.063,-0.029,0.049,-0.005,-0.049,0.073,0.088,0.049,-0.034,-0.015,-0.034
-0.02,-0.044,-0.024,0.034,0.0,-0.034,0.083,0.088,0.054,-0.029,-0.01,-0.024
-0.029,-0.039,-0.01,0.034,-0.01,-0.024,0.088,0.093,0.063,-0.024,-0.01,-0.015
-0.024,-0.044,-0.02,0.034,-0.005,-0.034,0.088,0.112,0.078,-0.01,-0.005,-0.015
-0.015,-0.044,-0.029,0.029,0.005,-0.039,0.088,0.127,0.083,-0.005,-0.005,-0.015
-0.01,-0.044,-0.034,0.029,0.01,-0.039,0.088,0.122,0.093,0.0,0.005,0.0
-0.01,-0.029,-0.02,0.02,0.005,-0.024,0.088,0.122,0.093,0.0,0.005,0.0
-0.015,-0.044,-0.029,0.029,0.005,-0.039,0.083,0.122,0.093,0.0,0.005,-0.005
-0.02,-0.054,-0.034,0.039,0.005,-0.044,0.083,0.122,0.098,0.0,0.01,-0.005
-0.02,-0.054,-0.034,0.039,0.005,-0.044,0.073,0.112,0.098,0.0,0.0,-0.005
-0.005,-0.044,-0.039,0.024,0.015,-0.044,0.073,0.112,0.098,0.0,0.0,0.005
0.0,-0.024,-0.024,0.015,0.01,-0.024,0.068,0.112,0.098,0.0,0.005,-0.005
0.0,-0.039,-0.039,0.02,0.02,-0.039,0.068,0.122,0.098,0.005,0.005,-0.005
0.0,-0.039,-0.039,0.02,0.02,-0.039,0.078,0.132,0.112,0.015,0.005,-0.01
0.0,-0.039,-0.039,0.02,0.02,-0.039,0.078,0.132,0.112,0.02,0.005,-0.005
0.0,-0.039,-0.039,0.02,0.02,-0.039,0.078,0.146,0.127,0.029,0.015,0.005
0.0,-0.039,-0.039,0.02,0.02,-0.039,0.078,0.156,0.137,0.029,0.015,-0.005
0.005,-0.044,-0.049,0.02,0.024,-0.049,0.078,0.156,0.127,0.024,0.015,-0.005
-0.005,-0.049,-0.044,0.029,0.02,-0.049,0.078,0.156,0.132,0.034,0.015,0.0
-0.02,-0.059,-0.039,0.039,0.01,-0.049,0.078,0.156,0.137,0.029,0.024,0.0
-0.029,-0.068,-0.039,0.049,0.005,-0.054,0.073,0.156,0.146,0.029,0.024,0.005
-0.005,-0.054,-0.049,0.029,0.02,-0.054,0.083,0.166,0.161,0.044,0.034,0.005
0.01,-0.044,-0.054,0.02,0.029,-0.049,0.083,0.176,0.166,0.054,0.039,0.015
0.015,-0.02,-0.034,0.005,0.024,-0.029,0.083,0.181,0.176,0.063,0.044,0.015
0.02,-0.01,-0.029,-0.005,0.024,-0.02,0.083,0.185,0.19,0.073,0.049,0.015
0.02,-0.029,-0.049,0.005,0.034,-0.039,0.083,0.19,0.19,0.078,0.049,0.015
0.01,-0.049,-0.059,0.02,0.034,-0.054,0.083,0.195,0.195,0.078,0.044,0.015
0.01,-0.049,-0.059,0.02,0.034,-0.054,0.078,0.195,0.205,0.083,0.049,0.02
0.024,-0.024,-0.049,0.0,0.034,-0.039,0.078,0.205,0.22,0.093,0.049,0.029
0.034,-0.02,-0.054,-0.005,0.044,-0.039,0.068,0.205,0.239,0.098,0.054,0.039
0.039,-0.02,-0.059,-0.01,0.049,-0.039,0.059,0.205,0.244,0.107,0.059,0.039
0.049,-0.015,-0.063,-0.015,0.054,-0.039,0.054,0.215,0.244,0.112,0.073,0.044
0.049,-0.01,-0.059,-0.02,0.054,-0.034,0.054,0.22,0.264,0.127,0.098,0.054
0.044,-0.005,-0.049,-0.02,0.044,-0.029,0.054,0.22,0.264,0.137,0.088,0.054
0.034,-0.015,-0.049,-0.01,0.039,-0.034,0.044,0.22,0.264,0.151,0.088,0.054
0.024,-0.015,-0.039,-0.005,0.029,-0.029,0.029,0.224,0.268,0.151,0.088,0.059
0.02,-0.015,-0.034,0.0,0.024,-0.024,0.039,0.234,0.278,0.166,0.098,0.068
0.044,0.015,-0.029,-0.029,0.034,-0.01,0.029,0.224,0.288,0.171,0.107,0.059
0.063,0.015,-0.049,-0.039,0.054,-0.02,0.024,0.224,0.293,0.171,0.107,0.063
0.059,0.015,-0.044,-0.034,0.049,-0.015,0.015,0.229,0.293,0.171,0.107,0.063
0.063,0.02,-0.044,-0.039,0.054,-0.015,0.015,0.229,0.303,0.185,0.107,0.068
0.063,0.034,-0.029,-0.049,0.044,0.0,0.029,0.234,0.312,0.2,0.122,0.083
0.063,0.034,-0.029,-0.049,0.044,0.0,0.029,0.239,0.332,0.21,0.132,0.088
0.063,0.034,-0.029,-0.049,0.044,0.0,0.02,0.249,0.346,0.229,0.151,0.093
0.063,0.034,-0.029,-0.049,0.044,0.0,0.015,0.254,0.351,0.244,0.161,0.098
0.054,0.034,-0.02,-0.044,0.034,0.005,0.01,0.254,0.342,0.234,0.156,0.093
0.054,0.024,-0.029,-0.039,0.039,-0.005,0.005,0.239,0.337,0.239,0.151,0.093
0.078,0.034,-0.044,-0.054,0.059,-0.005,0.005,0.239,0.337,0.249,0.156,0.098
0.078,0.054,-0.024,-0.063,0.049,0.015,0.005,0.239,0.346,0.254,0.156,0.102
0.093,0.068,-0.024,-0.078,0.059,0.02,0.005,0.244,0.356,0.249,0.166,0.112
0.112,0.078,-0.034,-0.093,0.073,0.02,0.0,0.244,0.356,0.249,0.171,0.112
0.117,0.083,-0.034,-0.098,0.073,0.024,-0.005,0.244,0.351,0.249,0.171,0.117
0.107,0.088,-0.02,-0.098,0.063,0.034,-0.005,0.244,0.351,0.254,0.166,0.122
0.093,0.083,-0.01,-0.088,0.049,0.034,-0.02,0.234,0.351,0.254,0.166,0.117
0.093,0.078,-0.015,-0.083,0.054,0.029,-0.02,0.229,0.351,0.254,0.166,0.112
0.088,0.073,-0.015,-0.078,0.049,0.029,-0.02,0.229,0.351,0.259,0.166,0.107
0.088,0.063,-0.024,-0.073,0.054,0.02,-0.015,0.229,0.346,0.259,0.171,0.107
0.098,0.063,-0.034,-0.078,0.063,0.015,-0.005,0.224,0.337,0.259,0.185,0.112
0.102,0.068,-0.034,-0.083,0.068,0.015,0.0,0.22,0.337,0.259,0.185,0.122
0.102,0.068,-0.034,-0.083,0.068,0.015,0.0,0.22,0.327,0.259,0.185,0.127
0.083,0.063,-0.02,-0.073,0.049,0.02,0.0,0.215,0.327,0.254,0.181,0.127
0.088,0.073,-0.015,-0.078,0.049,0.029,0.0,0.21,0.322,0.254,0.19,0.132
0.098,0.083,-0.015,-0.088,0.054,0.034,0.005,0.21,0.327,0.254,0.19,0.132
0.102,0.083,-0.02,-0.093,0.059,0.029,0.005,0.215,0.322,0.254,0.181,0.132
0.093,0.073,-0.02,-0.083,0.054,0.024,0.005,0.215,0.312,0.249,0.181,0.127
0.068,0.054,-0.015,-0.059,0.039,0.02,0.02,0.205,0.298,0.239,0.176,0.117
0.063,0.049,-0.015,-0.054,0.039,0.015,0.024,0.195,0.283,0.234,0.171,0.117
0.068,0.044,-0.024,-0.054,0.044,0.01,0.029,0.176,0.268,0.215,0.161,0.117
0.044,0.039,-0.005,-0.039,0.024,0.015,0.029,0.161,0.254,0.195,0.146,0.102
0.054,0.029,-0.024,-0.039,0.039,0.0,0.02,0.156,0.239,0.2,0.142,0.102
0.059,0.044,-0.015,-0.049,0.034,0.015,0.029,0.151,0.229,0.185,0.137,0.102
0.059,0.044,-0.015,-0.049,0.034,0.015,0.029,0.142,0.215,0.171,0.122,0.098
0.049,0.034,-0.015,-0.039,0.029,0.01,0.029,0.132,0.2,0.156,0.117,0.093
0.049,0.049,0.0,-0.049,0.024,0.024,0.024,0.132,0.19,0.142,0.117,0.078
0.049,0.054,0.005,-0.049,0.02,0.029,0.029,0.117,0.185,0.132,0.107,0.073
0.044,0.059,0.015,-0.049,0.015,0.034,0.039,0.112,0.166,0.127,0.102,0.068
0.029,0.054,0.024,-0.039,0.0,0.039,0.039,0.102,0.151,0.117,0.088,0.059
0.005,0.029,0.024,-0.015,-0.01,0.024,0.049,0.088,0.127,0.088,0.078,0.068
0.02,0.02,0.0,-0.02,0.01,0.01,0.049,0.088,0.122,0.083,0.078,0.063
0.005,0.015,0.01,-0.01,-0.005,0.01,0.059,0.068,0.107,0.073,0.073,0.059
0.005,0.005,0.0,-0.005,0.0,0.0,0.049,0.059,0.083,0.063,0.063,0.054
-0.005,-0.005,0.0,0.005,-0.005,-0.005,0.059,0.059,0.078,0.049,0.059,0.034
-0.01,-0.01,0.0,0.01,-0.005,-0.005,0.059,0.054,0.078,0.044,0.059,0.034
-0.024,-0.024,0.0,0.024,-0.015,-0.015,0.059,0.054,0.068,0.049,0.054,0.029
-0.039,-0.024,0.015,0.034,-0.029,-0.005,0.059,0.044,0.054,0.039,0.029,0.029
-0.024,-0.01,0.015,0.02,-0.02,0.0,0.059,0.039,0.034,0.02,0.01,0.005
-0.02,-0.005,0.015,0.015,-0.02,0.005,0.059,0.039,0.029,0.01,0.01,0.0
-0.015,-0.005,0.01,0.01,-0.015,0.0,0.059,0.034,0.02,0.0,0.005,-0.005
-0.01,-0.01,0.0,0.01,-0.005,-0.005,0.059,0.029,0.015,0.0,0.005,-0.005
-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.054,0.024,0.02,0.0,0.005,-0.005
-0.024,-0.02,0.005,0.024,-0.015,-0.01,0.054,0.02,0.01,-0.01,0.005,0.0
-0.034,-0.02,0.015,0.029,-0.024,-0.005,0.054,0.015,0.01,-0.02,0.0,0.0
-0.034,-0.029,0.005,0.034,-0.02,-0.015,0.059,0.015,0.01,-0.02,0.0,0.005
-0.029,-0.034,-0.005,0.034,-0.015,-0.02,0.049,0.015,-0.005,-0.024,-0.01,0.0
-0.024,-0.034,-0.01,0.029,-0.01,-0.024,0.049,0.01,-0.01,-0.029,-0.01,-0.005
-0.02,-0.034,-0.015,0.029,-0.005,-0.024,0.049,0.005,-0.015,-0.029,-0.01,-0.01
-0.015,-0.039,-0.024,0.029,0.005,-0.034,0.054,-0.01,-0.015,-0.029,-0.01,-0.015
0.0,-0.029,-0.029,0.015,0.015,-0.029,0.063,0.0,-0.01,-0.039,-0.005,-0.01
0.0,-0.029,-0.029,0.015,0.015,-0.029,0.063,0.015,-0.01,-0.039,-0.01,-0.01
-0.01,-0.034,-0.024,0.024,0.005,-0.029,0.063,0.0,-0.01,-0.044,-0.01,-0.01
-0.015,-0.034,-0.02,0.024,0.0,-0.029,0.063,-0.015,-0.005,-0.049,-0.005,-0.01
-0.024,-0.034,-0.01,0.029,-0.01,-0.024,0.059,-0.015,-0.015,-0.054,-0.015,-0.01
-0.024,-0.034,-0.01,0.029,-0.01,-0.024,0.054,-0.015,-0.02,-0.054,-0.02,-0.01
-0.02,-0.049,-0.029,0.034,0.005,-0.039,0.054,-0.015,-0.02,-0.049,-0.02,-0.005
-0.02,-0.039,-0.02,0.029,0.0,-0.029,0.049,-0.015,-0.02,-0.049,-0.02,0.0
-0.029,-0.02,0.01,0.024,-0.02,-0.005,0.059,-0.015,-0.02,-0.049,-0.015,-0.01
-0.029,-0.029,0.0,0.029,-0.015,-0.015,0.054,-0.015,-0.024,-0.054,-0.02,-0.02
-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.054,-0.015,-0.029,-0.059,-0.024,-0.02
-0.024,-0.034,-0.01,0.029,-0.01,-0.024,0.054,-0.015,-0.029,-0.059,-0.024,-0.02
-0.034,-0.029,0.005,0.034,-0.02,-0.015,0.063,-0.015,-0.024,-0.044,-0.02,-0.01
-0.034,-0.044,-0.01,0.039,-0.015,-0.029,0.063,-0.015,-0.024,-0.044,-0.02,-0.01
-0.039,-0.044,-0.005,0.044,-0.02,-0.024,0.063,-0.015,-0.024,-0.044,-0.02,-0.01
-0.034,-0.044,-0.01,0.039,-0.015,-0.029,0.063,-0.024,-0.024,-0.044,-0.02,-0.01
-0.034,-0.054,-0.02,0.044,-0.01,-0.039,0.059,-0.015,-0.024,-0.054,-0.024,-0.01
-0.034,-0.063,-0.029,0.049,-0.005,-0.049,0.059,-0.015,-0.024,-0.054,-0.029,-0.02
-0.034,-0.059,-0.024,0.049,-0.005,-0.044,0.059,-0.015,-0.024,-0.054,-0.029,-0.02
-0.039,-0.063,-0.024,0.054,-0.01,-0.044,0.059,-0.01,-0.024,-0.054,-0.024,-0.015
-0.029,-0.054,-0.024,0.044,-0.005,-0.039,0.073,-0.005,-0.024,-0.044,-0.024,-0.01
-0.029,-0.054,-0.024,0.044,-0.005,-0.039,0.073,-0.005,-0.024,-0.044,-0.024,-0.01
-0.039,-0.054,-0.015,0.049,-0.015,-0.034,0.068,-0.01,-0.024,-0.044,-0.02,-0.01
-0.054,-0.073,-0.02,0.063,-0.02,-0.049,0.068,-0.01,-0.024,-0.044,-0.02,-0.01
-0.039,-0.083,-0.044,0.063,0.0,-0.063,0.068,-0.01,-0.024,-0.054,-0.02,-0.01
-0.02,-0.063,-0.044,0.044,0.01,-0.054,0.068,-0.005,-0.02,-0.044,-0.015,-0.005
-0.02,-0.054,-0.034,0.039,0.005,-0.044,0.073,0.0,-0.02,-0.044,-0.015,-0.005
-0.039,-0.063,-0.024,0.054,-0.01,-0.044,0.073,0.0,-0.02,-0.044,-0.024,-0.005
-0.049,-0.063,-0.015,0.059,-0.02,-0.039,0.059,-0.01,-0.034,-0.059,-0.024,-0.02
-0.059,-0.068,-0.01,0.063,-0.024,-0.039,0.054,-0.01,-0.034,-0.059,-0.029,-0.024
-0.059,-0.068,-0.01,0.063,-0.024,-0.039,0.054,-0.005,-0.029,-0.059,-0.029,-0.024
-0.039,-0.044,-0.005,0.044,-0.02,-0.024,0.059,-0.005,-0.024,-0.059,-0.024,-0.02
-0.024,-0.039,-0.015,0.034,-0.005,-0.029,0.063,0.0,-0.02,-0.049,-0.024,-0.015
-0.01,-0.049,-0.039,0.029,0.015,-0.044,0.063,0.0,-0.015,-0.049,-0.024,-0.015
0.005,-0.044,-0.049,0.02,0.024,-0.049,0.063,0.0,-0.01,-0.049,-0.024,-0.015
0.02,-0.039,-0.059,0.01,0.039,-0.049,0.063,0.005,0.0,-0.044,-0.02,-0.02
0.005,-0.049,-0.054,0.024,0.029,-0.054,0.063,-0.005,-0.005,-0.044,-0.02,-0.02
-0.01,-0.054,-0.044,0.034,0.015,-0.049,0.059,-0.005,-0.005,-0.044,-0.02,-0.02
-0.02,-0.044,-0.024,0.034,0.0,-0.034,0.059,-0.005,-0.01,-0.044,-0.02,-0.02
-0.02,-0.039,-0.02,0.029,0.0,-0.029,0.059,-0.01,-0.01,-0.044,-0.02,-0.015
-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.049,-0.01,-0.02,-0.054,-0.029,-0.024
